,ENSG00000103740~chr15:78247660-78248550,ENSG00000039068~chr16:68731739-68732631,ENSG00000103740~chr15:78262973-78263663,ENSG00000226281~chr6:6704161-6705011,ENSG00000264066~chr17:28906669-28907506,ENSG00000264066~chr17:28865144-28865894,ENSG00000103740~chr15:78276232-78277115,ENSG00000173262~chr12:7872610-7873485,ENSG00000120278~chr6:150640924-150641691,ENSG00000158578~chrX:55014715-55015629,ENSG00000039068~chr16:68792672-68793582,ENSG00000029534~chr8:41797283-41798132,ENSG00000166947~chr15:43220719-43221615,ENSG00000152078~chr1:95179309-95180186,ENSG00000004939~chr17:44266291-44267197,ENSG00000004939~chr17:44288162-44289044,ENSG00000128268~chr22:39472801-39473627,ENSG00000029534~chr8:41767510-41768299,ENSG00000169398~chr8:140693258-140694176,ENSG00000088387~chr13:99053402-99054266,ENSG00000144407~chr2:208571410-208572298,ENSG00000072134~chr17:19270708-19271611,ENSG00000288046~chr6:6684138-6684956,ENSG00000070182~chr14:64879986-64880650,ENSG00000253819~chr8:122693857-122694773,ENSG00000100012~chr22:30451182-30452012,ENSG00000264066~chr17:28861579-28862373,ENSG00000070182~chr14:64844781-64845617,ENSG00000214049~chr19:15828283-15829192,ENSG00000170873~chr8:124610026-124610875,ENSG00000206177~chr16:113162-114072,ENSG00000168754~chr2:96907191-96908055,ENSG00000168477~chr6:32131545-32132216,ENSG00000228793~chr6:3650686-3651540,ENSG00000227070~chr1:51520362-51521095,ENSG00000168754~chr2:96924285-96924998,ENSG00000128268~chr22:39452347-39453203,ENSG00000039068~chr16:68736909-68737793,ENSG00000287860~chr7:7100368-7101064,ENSG00000198838~chr15:33678116-33679062,ENSG00000226281~chr6:6694569-6695239,ENSG00000164574~chr5:154393949-154394865,ENSG00000147454~chr8:23493866-23494729,ENSG00000154639~chr21:17512361-17513225,ENSG00000152078~chr1:95117064-95117857,ENSG00000288046~chr6:6686689-6687601,ENSG00000101935~chrX:110363029-110363927,ENSG00000137266~chr6:3414512-3415408,ENSG00000267308~chr19:15828283-15829192,ENSG00000131981~chr14:55122435-55123270,ENSG00000130208~chr19:44910860-44911762,ENSG00000112077~chr6:49646002-49646907,ENSG00000206172~chr16:174659-175529,ENSG00000152078~chr1:95084272-95085140,ENSG00000226026~chr1:95249702-95250588,ENSG00000168754~chr2:96950888-96951798,ENSG00000049759~chr18:58041377-58042250,ENSG00000115641~chr2:105385693-105386600,ENSG00000168477~chr6:32153705-32154535,ENSG00000119888~chr2:47336486-47337420,ENSG00000226026~chr1:95179309-95180186,ENSG00000148842~chr10:102988716-102989624,ENSG00000206177~chr16:104601-105451,ENSG00000165702~chr9:132894122-132895014,ENSG00000075340~chr2:70785010-70785892,ENSG00000175048~chr6:157488301-157489034,ENSG00000168477~chr6:32108163-32108847,time
10,0.008737885,0.011060277,0.003305356,0.0025401006,0.0073365956,0.016613677,0.0133217275,0.010996827,0.012796114,0.008941245,0.0034634136,0.06434647,0.011841415,0.012016071,0.0040718406,0.007651774,0.017988622,0.043051813,0.03199302,0.0014604325,0.016956324,0.01112817,0.0042281677,0.015831519,0.0027183713,0.00541962,0.0057011447,0.022773506,0.009413199,0.014383145,0.007050508,0.006845212,0.0065676174,0.016524915,0.029005483,-0.0034382283,0.015198657,0.0045153555,0.0072091324,0.03182156,-0.000168488,0.019995457,0.025106719,-0.0057003284,-0.00045968316,0.0018118728,0.0077041932,-0.009063985,0.008806693,0.008951964,0.011682182,-0.009021822,0.018685116,-0.001217092,0.0027516114,-0.0050697597,-0.007622211,0.024727164,-0.006825859,-0.0010526526,0.005073335,0.009090558,0.0046808934,0.016666325,-0.0010822495,0.00012634562,0.0009436288,0.05022196
11,0.0088868495,0.009525356,0.004739921,0.004685681,0.008021141,0.017113533,0.009989628,0.009136184,0.01231494,0.0069360714,0.0070076324,0.06460791,0.012525816,0.0112023065,0.002592175,0.008208748,0.0190029,0.039251342,0.02556509,0.0049801017,0.013838993,0.013632889,0.006627103,0.015083828,0.0040831794,0.00626134,0.0066988287,0.023904206,0.0074412124,0.017386528,0.0054276884,0.008727173,0.0074208183,0.011512697,0.030816395,-0.0046751066,0.013631279,0.0027784128,0.0050847656,0.028611455,0.0031805753,0.022687204,0.02593144,-0.0016371703,-0.0014564357,0.005613365,0.009887566,-0.0036488832,0.005958456,0.009404265,0.015349102,-0.017344631,0.013459209,-0.00071174296,0.0021225605,0.0029162627,0.003946597,0.028174995,0.0009891498,0.0070627434,0.0028064984,-0.00042364077,0.0031833756,0.016281538,-0.00035563027,0.0024819335,0.0029911788,0.054982793
12,0.005112838,0.010764081,0.0035702758,0.004542382,0.0061642053,0.015618875,0.009167162,0.009744882,0.009189771,0.0070379535,0.00808799,0.06847115,0.011868917,0.009079525,0.004768269,0.008343589,0.031787444,0.028252268,0.03432394,0.00743318,0.012755263,0.011104267,-0.0016880033,0.018962089,0.0012531199,0.006817405,0.004613221,0.020727692,0.0032695231,0.016639836,0.007199634,0.0071666962,0.005670663,0.0128279,0.034842797,-0.0022367516,0.010360432,0.0062531414,0.005939193,0.031775877,0.002594845,0.015696375,0.019923698,-0.0055236383,0.0006265582,0.00999212,0.007883648,0.0065462827,0.004123779,0.010401695,0.015386812,-0.059972808,0.00871291,0.0008068381,-0.0054357653,-0.0012191414,0.0026637116,0.025794068,0.0014675816,-0.004935887,0.0007064427,-0.0156025775,0.0069137523,0.014922057,-0.002702105,0.000543474,0.0017146624,0.05979772
13,0.009321065,0.0073068803,0.004429396,0.010142048,0.007155491,0.017616747,0.01033175,0.0016058796,0.013735016,0.006760249,0.007630298,0.076236896,0.010145767,0.0066176807,0.003876371,0.007043924,0.03056787,0.021557977,0.03961358,0.0077503943,0.005382439,0.008532866,0.0050317706,0.012695978,0.0024029089,0.006458683,0.0060863304,0.025272172,0.0036648952,0.0100091845,0.004688014,0.010354536,0.009218129,0.015187378,0.037457168,-0.016924726,0.02681436,0.004636634,0.0048312526,0.029561907,0.005931931,0.01945459,0.026530161,0.00010227928,0.0013290121,-0.0015266514,0.009536952,0.014144902,0.0032421069,0.007216728,0.024781961,-0.052140757,-0.0024567966,-0.013088091,-0.0009238203,-0.0025533692,0.008048051,0.032261953,-0.005944298,0.010997203,0.003573964,-0.0040064016,0.0039408132,0.0068006488,-0.002409546,0.002942765,0.0019921735,0.0648138
14,0.009209771,0.010554335,0.0038886322,0.0063059567,0.0069115553,0.017921088,0.009488511,0.004140413,0.015137212,0.008718393,0.009674154,0.07293215,0.011236667,0.003903697,0.0025588328,0.007927169,0.031197859,0.03847246,0.03372981,0.0018771737,0.0012103044,0.010950715,0.0063667395,0.019960957,0.002585285,0.0059596486,0.0075075375,0.02484739,-0.00014383731,0.010011066,0.0052892845,0.0076862928,0.0080220625,0.011978452,0.040616907,-0.0019962261,0.026158446,0.004425071,0.0043114745,0.025969058,0.0019768577,0.03337654,0.026712,0.001658017,0.004249457,0.013484396,0.011848127,0.009939586,0.002021961,0.003766125,0.01927374,-0.034248587,0.0037938072,-0.008213677,-0.0011736464,-0.0074655777,0.0036011424,0.028346755,0.005467866,-0.0028942707,-0.00021322274,0.0014505815,0.002959218,0.013172347,0.009431097,0.0009561703,0.0055610407,0.06985915
15,0.005354523,0.00935086,0.0021859775,0.006276567,0.008869578,0.01475684,0.009316555,0.0058933306,0.013516641,0.0071925134,0.013853491,0.06304977,0.004460739,0.0044837412,-0.00086620264,0.0054880925,0.030287387,0.0008119337,0.04001577,0.0051715733,0.007999933,0.013866133,0.0025158727,0.006571419,0.0061609284,0.006950591,0.002936487,0.0191678,0.0006131274,0.013629407,0.006383173,0.0048765535,0.001613589,0.003250821,0.04058192,-0.007959903,0.022550143,0.0076431828,0.00071545725,0.032730345,0.00020740856,0.021663709,0.033102587,0.0029740399,0.0035513723,-0.004155383,0.009375381,0.01649522,0.0053880657,0.010310977,0.018185636,-0.049155053,0.014605662,-0.008269645,-0.008353607,-0.00812274,0.018146744,0.021621285,0.0009443803,0.0022862284,-0.0019396408,0.009601953,0.0067797545,0.009879548,0.0044144425,-0.0014856264,-0.00039859896,0.0744798
16,0.0055601583,0.008652152,-0.0035516608,0.014271285,0.0056341127,0.015217895,0.00858217,-0.0011239643,0.016275242,0.007605615,0.006427436,0.04793594,0.00060048106,0.0023927395,0.003566487,0.0062386766,0.043343555,0.013478551,0.025746705,0.0063582943,0.0009481017,0.009103134,0.0022987768,0.019207906,0.0013299806,0.0060771275,0.00017799561,0.025002839,0.0035249628,0.009136034,-0.0003874112,0.006952635,0.0038411957,0.0032100955,0.023703266,-0.0026848556,0.026964255,0.00560316,0.0036709157,0.030930523,0.010669094,0.019389888,0.03973093,0.009031206,0.0018143844,0.0065787327,0.012870825,0.019016555,-0.006213951,0.014955325,0.006319161,-0.035341978,0.03317051,-0.011277048,0.0015996202,0.0011840838,0.008080191,0.027668387,0.010306032,0.005903761,0.0022725915,0.014828782,-0.00017068606,-0.006838744,0.0076875915,0.014834394,-0.008562629,0.07956456
17,0.0023039181,0.0070556295,0.00070032023,0.0041898875,0.0039047326,0.012144773,0.0072162044,0.004240589,0.014183556,0.0068134544,0.0077704396,0.04076149,0.007918081,0.0035844143,0.003774612,0.0085218595,0.0396198,0.01713753,0.028438373,0.007239722,0.006106343,0.0133197205,0.004285368,0.021646744,0.0052862656,0.006214766,-0.0002382912,0.024520213,0.0054207784,0.007883193,-0.0014026555,0.006893649,-0.0015413587,0.0021587205,0.03571813,-0.0047312896,0.035696022,-0.0031894646,0.0014273089,0.015838308,0.0035315922,0.027818121,0.045401964,0.008316636,0.0040029655,0.0041705696,0.025321761,0.022625968,0.00018415555,-0.0012836976,0.0085653765,-0.031127721,-0.002789875,-0.00034155368,-0.008623818,-0.006082965,0.012249647,0.035690352,0.0069329566,-0.0011802918,-0.0042702584,0.0032260327,0.0010798103,0.00084558385,0.0075237723,0.0011531729,-0.0054560346,0.08434008
18,0.012049929,0.0087387515,0.0043001333,0.0054258285,0.008731585,0.013811713,0.0030426749,0.0017392737,0.013468485,0.0063776984,0.012033844,0.05416248,0.0023320552,-0.003163895,0.0005765898,0.004487769,0.034160014,0.029501643,0.021512566,-0.00044389462,0.011293527,0.009929976,0.007403338,0.013830871,0.006954786,0.0054386947,0.0009411874,0.025589786,0.00036779582,0.010894924,-0.003272286,0.00541323,0.010928334,0.005514226,0.039200526,0.0029189833,0.031547323,0.0049952324,0.0069575505,0.032877147,0.0023595525,0.0040031257,0.034907736,0.0074291104,0.0015562671,0.013318564,0.016223613,0.016095733,-0.004317022,0.008600511,0.019920774,-0.023239503,0.010289549,-0.00022396885,-0.0036509207,0.0007383121,0.01027374,0.018061087,0.0054502413,-0.00043140256,-0.005175312,-0.0030939141,0.003692042,0.0026838258,0.007678596,-0.0059017274,0.0034995861,0.08892669
19,0.008196757,0.009524404,0.0015269774,0.007278574,0.0067007015,0.016943362,0.0059768166,-0.0031158691,0.010028158,0.0055372203,0.008170236,0.0677402,0.0026860214,0.003153315,0.0051919813,0.00820243,0.033719864,0.032592427,0.023566544,-0.00035892375,0.0072028027,0.014529171,-0.00038109146,0.026153285,0.0037818959,0.0056193853,-0.00085586944,0.025799682,0.003739048,0.029288653,0.002799301,0.00584013,0.014570014,0.0055075744,0.036990684,0.00067329756,0.03381435,-0.0072005275,-0.0009780211,0.035816308,0.0060612606,0.041743994,0.0521189,0.007924123,0.0016255258,0.0069220616,0.030992046,0.021160133,-0.002627542,0.0072740503,0.005450053,-0.053626224,0.021046992,-0.0044046277,-0.0042968662,-0.0016737449,0.022626854,0.024871232,-0.001508318,0.002309569,-0.0032109548,0.03411545,0.0034795916,0.00093615346,0.00035627262,0.013568491,-0.007905347,0.09440717
20,0.014782792,0.011203881,-0.0027632494,0.01194938,0.009054392,0.016184444,0.011232197,0.004245172,0.016020633,0.008442916,0.011742723,0.05842122,-0.0011645735,0.00016423728,0.003265283,0.007110169,0.033891015,0.040563997,-0.007895497,-0.0032242646,0.011101637,0.007906928,0.00015923264,0.02216923,0.005415255,0.0070482153,-0.0035109746,0.026270634,0.0045437985,0.03528691,0.007967851,0.0064811553,0.008666424,0.0062076347,0.027654307,0.0021729458,0.03793961,-0.0012009662,0.008202834,0.039609633,0.0093993535,0.033124823,0.0524468,-0.002106515,0.0060617626,0.014090094,0.027300509,0.0054152696,0.0021917091,-0.002424695,0.0072172093,-0.026609905,0.012939906,-0.0046044467,-0.0068546655,0.00496591,0.015806586,0.031328004,0.00027505698,0.010429103,-0.005964895,0.0039262455,0.0065416098,0.0058845356,0.001666254,0.011920208,-0.00026104818,0.09882109
21,0.01315081,0.010060646,0.0038747687,0.0080844015,0.009800658,0.011714564,0.010834793,-0.0036536814,0.011876397,0.0038618506,0.012532012,0.044405438,0.0010870775,-0.003384699,0.0025864458,0.0056653656,0.033074565,0.036062382,0.0002396104,0.00247744,-0.0064087054,0.0061425795,-0.0035510676,0.016981145,0.0065277084,0.006812225,0.004798418,0.025317606,0.0004647964,0.027179882,0.0059450855,0.0047791046,0.0039365203,0.005793682,0.036041867,0.0036485463,0.01926518,-0.0015356509,0.0022429668,0.029521346,0.0049883053,0.023384145,0.026491566,0.0020892643,-0.0016600065,0.011284078,0.021659303,0.0014456867,-0.004442931,0.0077548437,0.0049855723,-0.06468069,0.017225686,-0.0077451593,-0.0024279107,0.0054894956,0.013258523,0.016777186,0.0021020176,-0.0037621541,-0.007190703,0.024542628,0.0060677044,-0.0037345823,0.002076414,-0.025378946,0.00053403707,0.103934236
22,0.0090175895,0.009721168,0.0026087312,0.0005775961,0.006872676,0.008355556,0.012885386,-0.002372129,0.005857487,0.005905079,0.0155514255,0.034546506,0.0059567667,-0.008234568,0.0017570024,0.0037123447,0.027758995,0.030140683,0.008314894,-0.0040287087,0.029042555,0.005754892,-0.016076619,0.022870459,0.008356207,0.004927638,0.0055126376,0.0250417,0.007847181,0.026179438,-0.0023289092,0.007667566,0.0022806595,-0.007491458,0.015629405,0.0005812141,0.026918115,-0.0038451797,0.004916334,0.01594634,0.00038727443,0.018282985,0.04523662,0.0029268456,0.0031246885,0.007016598,0.022315089,-0.002612384,-0.0034229893,-0.004187959,-0.0067591406,-0.03311451,0.030811798,-0.0034482589,-0.007655858,0.0010567205,0.011668974,0.01714868,-0.010303062,0.0087220995,-0.007780684,-0.00520031,-0.00031452836,-0.0049740914,0.011994206,-0.009087782,0.01137587,0.108535655
23,0.013174364,0.0074322196,0.00025526108,0.0073762154,0.0037998052,0.0047886595,0.017229544,0.0037970026,0.0035058362,0.0013138925,0.008587822,0.051860586,0.005014424,-0.009871567,0.0024477455,0.0067745363,0.03825866,0.03500736,0.0052760444,-0.000342963,0.013461461,0.0016750733,-0.010651205,0.021512598,0.009896883,0.0052129654,0.0043819514,0.017428728,-0.0005267211,0.025711825,0.0031058935,0.0031589563,0.008419114,0.003991426,0.02946559,-0.00046526713,0.01877938,0.0075934227,0.007873836,0.024468916,-0.0004171537,0.030865489,0.046037633,-0.0009026412,0.0047511556,0.007934453,0.030882495,0.012668315,0.007857887,0.0065319804,0.0017034386,-0.016566938,-0.0015772285,-0.010665085,-0.0048211445,0.0056063584,0.021338243,0.009461099,-0.0041975086,-0.005686276,-0.01219243,0.0039096586,0.004984843,-0.0028035583,0.005183357,-0.022433292,-0.003992692,0.113641806
24,0.012880629,0.01115853,0.001728179,0.0023979505,0.00804156,0.004755935,0.011987038,0.0040026642,0.003423951,0.005666047,0.016996587,0.059054997,0.0032621813,-0.0040266905,0.0011608887,0.0060268184,0.028196715,0.04837911,-0.0043468443,-0.010981986,0.008432187,0.013028832,-0.009470354,0.03322619,0.0021419618,0.0059569106,0.0058295573,0.024957763,-0.010618266,0.022341534,-0.00069052586,-0.0027875395,0.003927669,-0.002531727,0.017116182,-0.005754681,0.024512,0.0007225914,-0.0067873634,0.021934206,0.0069507267,0.009722671,0.020714745,-0.008239555,0.0056642373,0.015929714,0.018694721,0.006505033,-0.007981155,0.0050575323,-0.021547845,-0.03546134,0.015437243,-0.0041177124,-0.0037753303,-0.0016904694,0.010802197,0.0040503256,0.007625703,-0.004669977,-0.005293096,-0.0024434112,0.0078875115,-0.009127208,0.013209605,-0.00940758,-0.00017950078,0.11850836
