,ENSG00000039068~chr16:68771887-68772773,ENSG00000105610~chr19:12887130-12887991,ENSG00000136842~chr9:97503334-97504130,ENSG00000197993~chr7:142961922-142962835,ENSG00000168754~chr2:96895170-96895942,ENSG00000055118~chr7:150955439-150956350,ENSG00000137266~chr6:3427463-3428371,ENSG00000075340~chr2:70717313-70718163,ENSG00000198838~chr15:33442225-33443085,ENSG00000137266~chr6:3392733-3393621,ENSG00000110888~chr12:30757088-30757992,ENSG00000224184~chr2:12031957-12032665,ENSG00000106327~chr7:100641098-100641946,ENSG00000137266~chr6:3288095-3288981,ENSG00000123191~chr13:52022107-52023002,ENSG00000229294~chr1:65292747-65293657,ENSG00000168734~chr20:44543967-44544901,ENSG00000120278~chr6:150611571-150612474,ENSG00000164877~chr7:1462392-1463307,ENSG00000147454~chr8:23508653-23509463,ENSG00000135838~chr1:182791416-182792292,ENSG00000061273~chr12:47834264-47835144,ENSG00000144407~chr2:208488921-208489845,ENSG00000224184~chr2:11967753-11968672,ENSG00000163554~chr1:158686264-158687175,ENSG00000229294~chr1:65317611-65318514,ENSG00000198838~chr15:33311485-33311845,ENSG00000187266~chr19:11382831-11383527,ENSG00000163554~chr1:158675519-158676409,time
17,0.01824051,0.021092964,0.010079807,0.029765192,0.013366179,0.0379358,0.0061576026,0.01685943,-0.026859654,0.017384361,0.014786878,0.011318161,0.047081288,0.01985033,0.019538043,0.009740919,0.03734668,0.012615561,0.01710956,0.027328383,0.026533145,0.018756468,0.0079229055,0.016334558,0.002673337,0.006840471,0.008952882,0.0032246988,0.02093964,0.08434008
18,0.017393976,0.022907412,0.010047683,0.032078814,0.0006684934,0.034491185,0.012382328,0.016273756,-0.0072066053,0.010649869,-7.67788e-05,0.011948937,0.048000954,0.019574584,0.024229636,0.008743219,0.031057157,0.009271407,0.015662992,0.016888589,0.024440369,0.006681801,-0.008342001,0.0012488726,0.005288238,-0.00482967,0.011592361,0.009696822,0.018326133,0.08892669
19,0.01884131,0.0120902555,0.011703339,0.028885946,-0.00060089066,0.036428764,0.015563851,0.00558384,-0.0044261795,0.019792536,0.016246228,0.011809896,0.06519627,0.019023703,0.021388132,0.01823556,0.053932976,0.014284063,0.009296395,0.03493207,0.028731382,0.022848299,0.00751198,0.012488331,0.001295203,0.013130556,-0.003321806,0.0007212937,0.021536862,0.09440717
20,0.015862912,0.02621003,0.0076611224,0.02866839,0.0057871207,0.045554526,0.011175512,0.01625867,0.005097673,0.018960845,0.016507331,0.01127131,0.05596506,0.020786103,0.026866963,0.010820072,0.052169528,0.012586989,0.011993123,0.03112053,0.025144057,0.030481586,0.00403942,0.011559773,0.0066893226,0.009081227,-0.0029740368,0.004613071,0.023187239,0.09882109
21,0.017156823,0.007555211,0.0018000653,0.032513827,-0.0003580776,0.037062008,0.0067623355,0.014912074,-0.009868899,0.012657356,0.014551205,0.0142829595,0.06242259,0.01846186,0.024076594,-0.02308909,0.039353378,0.0060783634,0.0014704478,0.0071114213,0.029205015,0.011962483,0.013336188,0.013837422,0.006736136,-0.0024738838,0.005783339,-0.0009509777,-0.009350885,0.103934236
22,0.013902618,0.006772755,0.012088828,0.02811766,0.006109188,0.020570979,0.0031387415,0.014255318,-0.026120767,0.018009491,0.014059677,0.013272275,0.03107525,0.01085059,0.024241604,-0.0021875657,0.023678904,0.010346115,0.010868982,0.027263256,0.027421787,0.004286263,0.0011695154,-0.008232237,0.009499936,0.022983816,0.01787797,0.008085093,-0.01497034,0.108535655
23,0.008525028,0.003819159,0.0047686487,0.02845287,0.0037070748,0.043772142,0.003551171,0.012334698,-0.011141992,0.018371161,0.013224755,0.010392119,0.047292925,0.016414817,0.03428369,0.013012165,0.036856323,0.005540389,-0.0075846096,0.044552263,0.029286154,0.026396496,-0.0076268194,0.019134484,0.022579439,0.011604515,0.018318526,-0.014426169,0.004461666,0.113641806
24,0.01672794,0.011550566,0.0012119694,0.031260226,-0.013489977,0.008974538,0.011971389,0.013892751,-0.001737895,0.013737114,0.006043285,0.01347531,0.060192894,0.011585063,0.035133865,0.0001995987,0.04026513,0.009059925,0.014482737,0.014549482,0.027822632,0.010547514,0.016423576,-0.01028469,0.0052708834,-0.004521343,0.0115632005,0.019408021,0.025808271,0.11850836
25,0.014999236,-0.0033584025,0.01082863,0.023205899,-0.0015151469,0.011884223,0.009329824,0.016986586,-0.021687716,0.009810726,0.0062632053,0.0103429025,0.13259993,0.011843549,0.03184542,0.0046073296,0.060137168,0.0051970044,0.015435359,0.011298228,0.023593027,0.025025403,-0.008507682,-0.01005761,0.0028011124,0.0099187745,0.012679237,-0.008089517,0.006528039,0.123343736
26,0.0105179,0.005183885,0.009847806,0.025730116,-0.004292911,0.020290699,0.012196582,0.017568463,-0.0148727875,0.009730681,0.0066524725,0.005852844,0.112561315,0.0059042643,0.03143332,0.01799413,0.08844522,0.015213208,-0.0022613762,0.008516144,0.033366356,-0.00077229034,-0.0026683686,-0.009300262,-0.014114415,0.005963392,0.015626153,-0.026161991,-0.009635571,0.12797594
27,0.010274572,-0.0045244824,0.014424092,0.028028904,0.0014606524,0.012256247,0.008959615,0.010632507,-0.029073218,0.014643137,0.013215983,0.012980383,0.03582916,0.010896747,0.0137195755,0.012389939,0.07851298,-0.008950628,0.008788859,0.017884975,0.019439703,0.0021563768,-0.014528265,-0.020853763,0.029132536,0.017292311,0.010334573,-0.009090556,-0.031603344,0.13307749
28,0.0064608133,0.010192275,0.00089152635,0.020176766,0.00996428,0.017091302,0.0022169617,0.00912422,-0.037840918,0.0065643573,-0.0025524592,0.010788244,0.06968752,0.00019126385,0.009143695,0.012554783,0.022161618,0.005889118,0.014803043,0.021431262,0.028611949,0.010788299,0.004615711,-0.010491775,0.004844419,-0.0054523204,0.014749049,-0.028409058,-0.013141588,0.13819258
29,0.013296639,0.019223956,-0.005716968,0.018805286,-0.002708909,0.0051949257,0.0021683257,0.007087105,-0.007815017,0.023227049,0.003857101,0.0068392134,0.094869934,-0.008391997,-0.007956807,0.02962987,0.11116341,0.0065913517,0.008768688,0.015192749,0.017967204,0.009856957,0.03383462,-0.018661872,0.01170163,0.047465105,0.009516362,-0.015287974,-0.004449088,0.14299425
30,0.008441972,0.016935991,0.0026417477,0.023853559,8.6068256e-05,0.021066017,0.008298395,0.01502616,-0.028920602,0.013642463,0.0012634873,0.005704134,0.122593515,0.008487597,0.010369869,0.017711004,0.09346973,0.009211141,0.014403267,0.0019094935,0.014160332,0.010219746,0.0022568197,-0.004736769,0.024889719,0.0151666915,0.019512901,-0.0037385637,-0.032919165,0.14763527
31,0.011337939,0.021967022,-0.009757385,0.01685425,-0.004464516,0.013028336,-0.0005760374,0.012227024,-0.02003611,0.008044631,0.0057141148,0.005711987,0.14262341,0.0062636086,0.01048735,0.02098466,0.10143856,0.001811359,0.010237385,0.010143106,0.018964764,0.004007695,0.00084827415,-0.00046489123,-0.004106058,0.020845303,0.016204178,-0.013095239,-0.05138301,0.1524912
32,0.005909459,0.014279679,-0.0013242085,0.013456734,-0.00077321334,0.008000831,-0.003626852,0.0035768996,-0.010283278,0.008635987,-0.002968533,0.012525095,0.16014929,-0.0106332395,-0.0008170715,0.06000437,0.10653643,0.019748585,0.0011147249,-0.00012003046,0.01806207,0.0042467313,0.028746061,-0.010556086,-0.0007437189,0.024386423,0.016264902,0.008761039,-0.013627891,0.15750599
33,0.009270492,0.041708935,0.0019069109,0.015597975,0.0058180774,0.02454937,0.006257821,0.004760549,-0.013290274,0.012652083,-0.0111543005,0.0067956396,0.17328374,-0.009766443,-0.0013390267,0.08583277,0.13897155,-0.0013288759,0.011962525,0.018149724,0.017130043,0.0037607157,0.00354289,-0.019696178,0.0022281352,0.054157693,0.014223271,-0.011708718,-0.00069512485,0.16241688
34,-0.0010411618,0.030995924,0.00048879517,0.032292098,0.0012476838,0.022583136,0.008927321,0.014681275,-0.031770352,0.01598863,-0.014038972,0.0030660874,0.20763287,-0.004650049,0.0062892437,0.093329675,0.1083166,0.006329407,0.01303165,0.02201476,0.02813688,0.017975057,0.03381499,-0.02243079,-0.0020245828,0.058333732,0.0008360909,0.004575623,-0.0034552165,0.16713753
35,0.0053022983,0.048853137,0.00048956234,0.00862908,0.0053867237,0.015702914,0.0047567976,0.005928109,-0.019819582,0.010598126,-0.00045108784,0.0025351052,0.21485518,-0.005523885,-9.6274314e-05,0.049353674,0.106473796,0.0038900448,0.015857305,0.016250085,0.010096646,0.005216595,0.03778566,-0.012149098,-0.0031222773,0.066330336,0.010895496,-0.0036894786,-0.017649068,0.17218982
36,-0.004819854,0.08040211,0.0047464846,0.0070331115,0.0048129978,0.038667895,-0.0052470057,0.0073430617,-0.017358687,0.010171993,-0.0107214125,-0.0047711316,0.27153704,-0.004569939,0.021426812,0.058492236,0.0786701,0.0025643231,-0.0017298629,0.015903173,4.6191293e-05,0.013098356,0.013974954,-0.020283535,0.0055291327,0.021885142,0.012485629,-0.013944529,0.0028342523,0.17720069
37,-0.004467622,0.034174133,0.0033317553,0.018917013,-0.0007137079,0.032100897,0.0026048054,0.008366516,-0.010963834,0.005608048,-0.0036253266,0.0035281624,0.26433757,-0.014016628,0.010175404,0.108793646,0.16268043,-0.00018985357,-0.003868892,0.013918455,-0.004648411,0.019010784,-0.010595958,-0.00517205,-0.00046088445,0.094731584,-0.0044571334,-0.0025187407,-0.005614188,0.18186861
38,-0.01791392,0.030310187,-0.005649405,0.0076304288,-0.0059244502,0.05658845,-0.0014667932,0.014006323,-0.009097349,0.014741387,-0.0013542322,-0.0022625248,0.3366574,-0.013373506,0.0058780876,0.12739924,0.16301519,-0.0014549933,0.0117774,0.0045149145,-0.011108717,0.0039461683,-0.0017511438,-0.008232426,0.018541427,0.06503435,-0.00057416956,0.022267405,-0.012942854,0.18694612
39,-0.0095653,0.04493842,0.0059860838,0.03268958,-0.0022245208,0.050005846,-0.012536174,-0.008108741,-0.019953286,0.0011259665,0.0023773725,9.5693125e-05,0.2957368,-0.00033497735,0.02815279,0.13546273,0.17832196,0.008007455,-0.0036904127,-0.003961722,-0.010063233,-0.00018279807,0.033492927,0.0019660566,0.014381953,0.07948858,-0.0026466337,0.015535026,0.0012092007,0.19188407
40,-0.014592042,0.05245102,0.013144763,0.047385696,0.017485041,0.012309208,-0.008458266,0.0042584823,-0.00019855914,0.0022196854,0.001129396,-0.0048081526,0.30320093,-0.019062068,0.03641152,0.20851527,0.21219572,-0.0038232256,0.010298035,0.009418988,0.00665876,0.023311974,0.01091003,-0.019485066,0.02679454,0.10560193,-0.001768047,0.046200335,0.001940515,0.19654427
41,-0.0053471657,0.08875033,-0.0055086603,0.03492704,0.014894735,0.08881458,-0.006999984,0.014359883,-0.0021405225,0.004460084,-0.0033090985,0.002142721,0.37814897,-0.003946783,0.10371011,0.2410208,0.23199442,-0.014402389,-0.004552779,0.006480878,-0.021341413,0.039871786,0.022591425,-0.022237467,0.0145159615,0.17215715,-0.0010776807,0.08539985,0.005205278,0.20157574
42,-0.015637424,0.07727224,0.0039642137,0.029748702,0.0032522203,0.12967369,0.0023881337,0.011762075,0.0006667056,0.002302635,0.012814912,-0.0017089103,0.40146285,0.00076974864,0.11850452,0.22780703,0.26243696,-5.5109813e-06,0.0031281456,0.000381394,0.008736718,0.01618457,0.02089396,-0.01722603,0.024629867,0.14217976,-0.008158052,0.086072184,0.013490323,0.20625392
43,-0.020263074,0.12526746,-0.0070577706,0.038430694,-0.0034678592,0.08766073,-0.010742786,0.026108919,0.028779777,0.0007839543,0.016009588,-0.0021390268,0.38005945,0.012695326,0.095275395,0.24692716,0.21978973,-0.0022771575,-0.009009584,-0.0004264667,0.016864609,0.029011508,0.014904432,-0.012654842,0.019275144,0.1173309,0.011246676,0.051166583,0.008695857,0.2115968
44,0.0002494165,0.14266594,0.00029684076,0.04113509,-0.0035570138,0.062251776,-0.007342159,0.0051766634,0.053945307,0.013819431,0.016861865,0.0026111947,0.4256596,-0.0034439287,0.12733996,0.31662545,0.340391,0.002661416,-0.0044804523,-0.0038584443,0.032583732,0.02328075,-0.0007598903,-0.019702088,0.063211195,0.23608395,0.010239707,0.08471619,0.04122561,0.21613437
45,-0.02647834,0.22001344,0.0106031215,0.10945182,-0.00047297115,0.11422921,0.0078017884,0.043167654,0.067235686,0.018673839,0.031427752,-0.007452021,0.56016344,0.012958426,0.19343603,0.37884238,0.3166783,-0.012167911,-0.00664119,0.0135139525,0.044003814,0.057003397,0.002932554,0.012495649,0.049662083,0.30024907,0.0038328234,0.14156036,0.03665074,0.22087751
46,-0.019215345,0.2556513,0.010016976,0.08478889,0.008865716,0.18615405,-0.0033704052,0.025525477,0.03555049,0.009079208,0.0056672534,-0.003857755,0.5535234,-0.0076266835,0.18745264,0.34937197,0.3487316,-0.0029286768,-0.003954413,0.007981681,0.041626025,0.058436953,0.032679345,-0.00484508,0.06344193,0.2666552,-0.004582884,0.1427127,0.08197316,0.2255677
47,-0.022337882,0.3257919,0.039219394,0.15701635,0.0049069203,0.20721526,0.0011922747,0.068029076,0.09562704,0.03645076,0.01985784,-0.0018111935,0.49079856,0.024312127,0.28005826,0.4551269,0.39884087,0.029912125,0.0005545549,0.03834641,0.099832915,0.12510063,0.032333992,0.03426292,0.056477185,0.33076274,-0.0028344642,0.19555274,0.064929806,0.2305085
48,-0.02796092,0.33472386,-0.0006328292,0.24282515,0.026212327,0.19659066,0.007336842,0.094654426,0.07907281,0.032748166,0.056793407,0.011378574,0.6034746,0.02785651,0.2616909,0.51438296,0.36743495,-0.0038679647,0.005386212,0.021810558,0.073377945,0.18729456,0.043161057,0.034498908,0.08172246,0.41249973,0.02461123,0.17110203,0.1309628,0.23568939
49,-0.008244566,0.36035576,0.032018587,0.20429358,0.023823397,0.25484303,-0.0010990852,0.14223488,0.08037826,0.08584959,0.03857895,0.0023634562,0.59487826,0.06017197,0.3583306,0.5199398,0.45318544,0.037758097,0.021134086,0.02791673,0.117805995,0.15039855,0.032041296,0.03063803,0.13223055,0.3138958,0.014296623,0.22612941,0.19713417,0.24055357
50,0.033001695,0.4575668,0.032189555,0.3094119,0.010926525,0.22715548,0.03630433,0.18528692,0.117992155,0.08035546,0.07252342,0.00016223597,0.5102388,0.08276901,0.33936295,0.4929659,0.49356043,0.054037996,0.01440348,0.05187578,0.15209116,0.20623545,0.06944439,0.0504762,0.12073745,0.3164888,0.028648261,0.20744026,0.19242881,0.24517186
51,-0.009147519,0.46921146,0.06713848,0.29086933,0.009421175,0.22994536,0.057569765,0.23993997,0.17461465,0.09052916,0.06897328,-0.004411715,0.57846445,0.12122531,0.4548059,0.5764029,0.5262832,0.07792217,0.0076628765,0.101742856,0.13860562,0.24118212,0.10195126,0.06500484,0.11136303,0.2581507,0.022329357,0.29314452,0.20146376,0.25064415
52,0.024627496,0.40928206,0.037785105,0.29930526,0.018614696,0.19329602,0.06385429,0.14209253,0.1204708,0.06752634,0.05466838,-0.0012932103,0.54441595,0.04762981,0.4491705,0.60088503,0.6699376,0.07332555,0.002857431,0.13046657,0.12070001,0.20108764,0.061199896,0.09861568,0.06974349,0.31461063,0.012590307,0.20813048,0.24096024,0.25552833
53,0.023410697,0.5806391,0.11008956,0.33586323,0.043613993,0.2448846,0.046870135,0.17156085,0.1225466,0.12854373,0.09070905,0.030237373,0.5231757,0.050294098,0.5352989,0.62045264,0.53191864,0.11605606,0.005333046,0.14060043,0.15857218,0.3370649,0.07262812,0.1025235,0.13205929,0.31489232,0.021273978,0.3182781,0.3207831,0.25979617
54,0.060661227,0.45268527,0.14277223,0.4168544,0.030323634,0.23505561,0.08452717,0.1941552,0.07519034,0.1580557,0.089475766,0.011638684,0.4641799,0.119981915,0.40142593,0.53525835,0.5115631,0.10798042,0.033465583,0.23971991,0.1638367,0.32447204,0.16044983,0.12951346,0.13731024,0.21924299,0.090583496,0.21830751,0.37811962,0.26481402
55,0.12986901,0.5418161,0.22774515,0.4851639,0.06738703,0.2884591,0.07626275,0.28674194,0.14469118,0.092436746,0.12330874,0.022853838,0.74006784,0.14577787,0.55028427,0.6768542,0.5513086,0.13425225,0.06283069,0.2409889,0.2990401,0.30782428,0.17194597,0.15457447,0.24183236,0.32354876,0.035076655,0.30488202,0.34633294,0.2699155
56,0.09991017,0.59405816,0.3506384,0.6192167,0.0018124236,0.22807871,0.15172856,0.4546642,0.18650568,0.20607357,0.16041398,0.070337005,0.64148176,0.21372475,0.48541814,0.6958003,0.7594042,0.2676932,0.07266167,0.30350846,0.23040506,0.44773856,0.1234115,0.14979666,0.19648372,0.30861995,0.110957794,0.30013642,0.45460376,0.27473485
57,0.2154459,0.736697,0.43963033,0.5395373,0.02078102,0.3138072,0.13292402,0.5398859,0.16881293,0.12357119,0.16359697,0.058763478,0.862732,0.13312034,0.660518,0.8020338,0.7724293,0.26581597,0.033722796,0.40642217,0.2564412,0.3714285,0.17694348,0.19202532,0.28443316,0.3458572,0.12941709,0.3810805,0.5771638,0.2795472
58,0.15326999,0.44992456,0.67006856,0.5214865,0.13193026,0.36818603,0.2450618,0.36259332,0.24011691,0.1743468,0.22375426,0.091779046,0.65485257,0.25938678,0.6552375,0.7129979,0.6431961,0.15483952,0.030727584,0.35862076,0.24813388,0.43030602,0.0927355,0.26125112,0.09499038,0.49768668,0.14657836,0.31114152,0.45051265,0.2842358
59,0.4132688,0.67029744,0.82617205,0.7419821,0.05256813,0.5380915,0.26584926,0.6411137,0.19513518,0.41474256,0.34502885,0.15224423,0.84641325,0.305431,0.51214623,0.8040222,0.78776336,0.2997174,0.08505915,0.42983192,0.22687787,0.5298391,0.22603512,0.30353266,0.35108635,0.45577693,0.19584814,0.43774158,0.40129188,0.28950718
60,0.32734454,0.7679018,1.472173,0.91746527,0.056184497,0.7928919,0.31842166,1.3072,0.29453886,0.40916026,0.4379852,0.22338094,0.9291847,0.3847195,0.8957872,0.9430754,1.0297875,0.35468167,0.08765908,0.6857638,0.3484587,0.7042516,0.36780056,0.43269765,0.2999417,0.42832854,0.19606389,0.66988456,0.4817489,0.29385436
61,0.5068396,1.020107,1.440343,0.83747214,0.063436404,0.5650467,0.40369177,0.8814456,0.3830681,0.45033297,0.50728124,0.24888954,1.1240287,0.3466061,0.73885745,0.79876256,1.1629598,0.47715002,0.12070907,0.6337454,0.35573086,0.55687803,0.24209778,0.33229893,0.42754105,0.60231537,0.27954534,0.5725109,0.6870976,0.29893202
62,0.5659391,1.038862,1.1181407,0.9906475,0.2985571,0.63618815,0.4502642,1.1499072,0.57892185,0.64214104,0.41995728,0.24645883,0.9291634,0.44120455,0.7177401,0.9208212,0.86072904,0.45036092,0.11990231,0.49286553,0.44995573,0.5411949,0.31719777,0.37678906,0.49686536,0.73977965,0.3961064,0.47012994,0.49452543,0.3037301
63,0.32436976,1.0220366,1.1590092,0.9243952,0.32427397,0.45000753,0.42166814,0.7713118,0.36104006,0.5015032,0.42344168,0.24242155,0.73750705,0.51786983,0.82551277,0.79329413,0.7913954,0.4416517,0.20230378,0.59814364,0.45288125,0.638531,0.39076924,0.42867932,0.33145294,0.632389,0.35216826,0.49202517,0.5787005,0.30873913
64,0.7630271,1.1367388,1.4129369,1.3199333,0.1558184,0.6902083,0.45295492,0.7600515,0.53767824,0.86710984,0.3010993,0.13582265,1.0274394,0.49692765,0.66408205,1.0387614,0.7830634,0.34644845,0.22883655,0.69563216,0.5234502,0.54349804,0.40062332,0.27866417,0.5917755,1.0355986,0.36406815,0.7731275,0.40841416,0.3139634
65,0.8402115,1.5650709,1.8670809,1.100987,0.51757723,0.79616845,0.6726326,1.5580621,0.48017222,0.64793664,0.5415794,0.38552225,1.1221439,0.60939556,0.7794819,0.7514425,0.7910574,0.39497498,0.43700242,0.9044441,0.63931704,0.4577655,0.6049937,0.40242925,0.40400565,0.66288847,0.5007583,0.63443184,0.7749568,0.3185128
66,0.8640514,1.4308423,1.6004132,1.1542087,0.52810514,0.6933202,0.4845058,1.1857361,0.7956513,0.8038805,0.6568055,0.15377714,1.3307724,0.74391425,0.8768917,1.1467656,0.85299903,0.45271778,0.4068617,0.8740007,0.7761582,0.5587655,0.58119035,0.6272849,0.46744597,0.83780915,0.8556816,0.84383994,0.68023455,0.3232963
