,Gene,Peak,tss_dist,pRegion,tts_dist,gBody,L,L.p_value,L.FDR,gene.pct,peak.pct
106,ENSG00000197921,chr1:2546791-2547490,-16877.0,0,-18395.0,0,0.006328198,,,0.004019561867756415,0.1160313525825685
107,ENSG00000197921,chr1:2548476-2549244,-18597.0,0,-20115.0,0,0.0006318763,,,0.004019561867756415,0.12989884102632812
108,ENSG00000197921,chr1:2561666-2562560,-31850.0,0,-33368.0,0,0.0009393048,,,0.004019561867756415,0.025859181349232933
109,ENSG00000197921,chr1:2567082-2567962,-37259.0,0,-38777.0,0,0.0011731779,,,0.004019561867756415,0.011723722114289542
110,ENSG00000197921,chr1:2570040-2570955,-40234.0,0,-41752.0,0,0.0008428766,,,0.004019561867756415,0.015542305888658136
111,ENSG00000197921,chr1:2575736-2576511,-45860.0,0,-47378.0,0,0.0017359398,,,0.004019561867756415,0.01386748844375963
112,ENSG00000197921,chr1:2578000-2578904,-48189.0,0,-49707.0,0,-0.00015315608,,,0.004019561867756415,0.07630468278957593
113,ENSG00000233755,chr1:25053497-25054352,59196.0,0,-10217.0,1,0.0025006253,,,0.00281369330742949,0.01634621826220942
114,ENSG00000233755,chr1:25080303-25081206,32366.0,0,-37047.0,1,0.0023268524,,,0.00281369330742949,0.026663093722784217
115,ENSG00000233755,chr1:25082055-25082883,30651.0,0,-38762.0,1,0.0014931711,,,0.00281369330742949,0.012795605279024586
116,ENSG00000233755,chr1:25088061-25088869,24655.0,0,-44758.0,1,-4.5600293e-05,,,0.00281369330742949,0.01661418905339318
117,ENSG00000233755,chr1:25095384-25096255,17301.0,0,-52112.0,1,0.0015825204,,,0.00281369330742949,0.020968714410129295
118,ENSG00000233755,chr1:25099062-25099985,13597.0,0,-55816.0,1,0.0030467312,,,0.00281369330742949,0.04810075701748509
119,ENSG00000233755,chr1:25101199-25102090,11476.0,0,-57937.0,1,0.00028617147,,,0.00281369330742949,0.055603939170630404
120,ENSG00000233755,chr1:25102967-25103815,9729.0,0,-59684.0,1,0.0018731942,,,0.00281369330742949,0.013130568768004287
121,ENSG00000233755,chr1:25104118-25104936,8593.0,0,-60820.0,1,0.0012467944,,,0.00281369330742949,0.013130568768004287
122,ENSG00000233755,chr1:25114828-25115746,-2167.0,0,-71580.0,0,0.00012198962,,,0.00281369330742949,0.010048904669391037
123,ENSG00000233755,chr1:25120056-25120938,-7377.0,0,-76790.0,0,0.00047564728,,,0.00281369330742949,0.024251356602130368
124,ENSG00000233755,chr1:25131535-25132451,-18873.0,0,-88286.0,0,0.0007515811,,,0.00281369330742949,0.03470221745829705
125,ENSG00000233755,chr1:25139990-25140890,-27320.0,0,-96733.0,0,0.0023138432,,,0.00281369330742949,0.02217458297045622
126,ENSG00000233755,chr1:25148412-25149315,-35743.0,0,-105156.0,0,0.001212676,,,0.00281369330742949,0.022911502646211564
127,ENSG00000238164,chr1:2555588-2556425,1025.0,0,-6086.0,1,-0.010256183,,,0.02706504990955986,0.18784752461981644
128,ENSG00000238164,chr1:2561666-2562560,-5082.0,0,-12193.0,0,-0.0009778925,,,0.02706504990955986,0.025859181349232933
129,ENSG00000238164,chr1:2567082-2567962,-10491.0,0,-17602.0,0,0.002877822,,,0.02706504990955986,0.011723722114289542
130,ENSG00000238164,chr1:2570040-2570955,-13466.0,0,-20577.0,0,0.00095256185,,,0.02706504990955986,0.015542305888658136
131,ENSG00000238164,chr1:2575736-2576511,-19092.0,0,-26203.0,0,0.000734061,,,0.02706504990955986,0.01386748844375963
132,ENSG00000238164,chr1:2578000-2578904,-21421.0,0,-28532.0,0,-0.0010689935,,,0.02706504990955986,0.07630468278957593
133,ENSG00000238164,chr1:2585118-2585785,-28420.0,0,-35531.0,0,-0.00078151585,,,0.02706504990955986,0.10564748442419776
134,ENSG00000238164,chr1:2586212-2587072,-29611.0,0,-36722.0,0,0.0077335397,,,0.02706504990955986,0.3436055469953775
135,ENSG00000238164,chr1:2592625-2593452,-36007.0,0,-43118.0,0,0.0024860194,,,0.02706504990955986,0.021169692503517117
136,ENSG00000188822,chr1:23872206-23873108,40705.0,0,-2142.0,1,0.0064301062,,,0.08280297447578214,0.010048904669391037
137,ENSG00000188822,chr1:23894803-23895685,18118.0,0,-24729.0,1,3.0980125e-05,,,0.08280297447578214,0.01574328398204596
138,ENSG00000188822,chr1:23896421-23897105,16599.0,0,-26248.0,1,-0.0064332266,,,0.08280297447578214,0.022844509948415623
139,ENSG00000188822,chr1:23897439-23898167,15559.0,0,-27288.0,1,-0.0019515906,,,0.08280297447578214,0.04903865478662826
140,ENSG00000188822,chr1:23898816-23899694,14107.0,0,-28740.0,1,-0.005328403,,,0.08280297447578214,0.054934012192671
141,ENSG00000188822,chr1:23902501-23903415,10404.0,0,-32443.0,1,0.0033215443,,,0.08280297447578214,0.029275808936825885
142,ENSG00000188822,chr1:23904476-23905375,8437.0,0,-34410.0,1,-0.0008603556,,,0.08280297447578214,0.01413545923494339
143,ENSG00000188822,chr1:23907487-23908244,5497.0,0,-37350.0,1,-0.0011835562,,,0.08280297447578214,0.04321029007838146
144,ENSG00000188822,chr1:23908676-23909484,4282.0,0,-38565.0,1,-0.00075480144,,,0.08280297447578214,0.0754337777182287
145,ENSG00000188822,chr1:23913008-23913913,-98.0,1,-42945.0,0,0.00573157,,,0.08280297447578214,0.0631071213237757
146,ENSG00000188822,chr1:23916486-23917259,-3510.0,0,-46357.0,0,0.003399116,,,0.08280297447578214,0.08749246332149796
147,ENSG00000188822,chr1:23919749-23920647,-6836.0,0,-49683.0,0,0.015830122,,,0.08280297447578214,0.0734239967843505
148,ENSG00000188822,chr1:23948906-23949808,-35995.0,0,-78842.0,0,0.004690134,,,0.08280297447578214,0.028337911167682722
149,ENSG00000188822,chr1:23954910-23955819,-42002.0,0,-84849.0,0,-0.0140773775,,,0.08280297447578214,0.04542104910564748
150,ENSG00000188822,chr1:23958918-23959388,-45791.0,0,-88638.0,0,0.006148577,,,0.08280297447578214,0.21497956722717224
151,ENSG00000188822,chr1:23959469-23959876,-46310.0,0,-89157.0,0,0.0053637587,,,0.08280297447578214,0.20854826823876196
152,ENSG00000162512,chr1:30881032-30881911,27287.0,0,-12005.0,1,8.1923135e-05,,,0.001138875862530984,0.018289006498291686
153,ENSG00000162512,chr1:30888146-30889056,20157.0,0,-19135.0,1,0.00035938414,,,0.001138875862530984,0.011388758625309841
154,ENSG00000162512,chr1:30891444-30892325,16874.0,0,-22418.0,1,-0.0003847323,,,0.001138875862530984,0.036243049507603674
155,ENSG00000162512,chr1:30903099-30903905,5256.0,0,-34036.0,1,0.00042144986,,,0.001138875862530984,0.010048904669391037
156,ENSG00000162512,chr1:30908273-30909165,39.0,0,-39253.0,1,0.00074306823,,,0.001138875862530984,0.04367923896295304
157,ENSG00000162512,chr1:30911082-30911970,-2768.0,0,-42060.0,0,-0.00028960343,,,0.001138875862530984,0.041200509144503246
158,ENSG00000162512,chr1:30912715-30913563,-4381.0,0,-43673.0,0,0.00042989248,,,0.001138875862530984,0.03617605680980773
159,ENSG00000162512,chr1:30919025-30919916,-10712.0,0,-50004.0,0,0.00091378123,,,0.001138875862530984,0.12011790714812086
160,ENSG00000162512,chr1:30929122-30930037,-20821.0,0,-60113.0,0,-0.00031140805,,,0.001138875862530984,0.04970858176458766
161,ENSG00000169403,chr1:28154497-28155403,38986.0,0,-7784.0,1,-0.0023804875,,,0.07141421585047229,0.03657801299658337
162,ENSG00000169403,chr1:28156572-28157485,36908.0,0,-9862.0,1,0.011990536,,,0.07141421585047229,0.014671400817310913
163,ENSG00000169403,chr1:28169106-28169980,24393.0,0,-22377.0,1,0.0054429807,,,0.07141421585047229,0.023581429624170966
164,ENSG00000169403,chr1:28172419-28173324,21065.0,0,-25705.0,1,0.018117998,,,0.07141421585047229,0.08977021504655992
165,ENSG00000169403,chr1:28176283-28177164,17213.0,0,-29557.0,1,0.008830858,,,0.07141421585047229,0.061164333087693444
166,ENSG00000169403,chr1:28180930-28181699,12622.0,0,-34148.0,1,-0.00023502542,,,0.07141421585047229,0.010048904669391037
167,ENSG00000169403,chr1:28190306-28191093,3237.0,0,-43533.0,1,0.011339137,,,0.07141421585047229,0.013197561465800228
168,ENSG00000169403,chr1:28196719-28197607,-3227.0,0,-49997.0,0,-0.006821347,,,0.07141421585047229,0.02271052455282374
169,ENSG00000169403,chr1:28199245-28200146,-5759.0,0,-52529.0,0,-0.0037597914,,,0.07141421585047229,0.023849400415354726
170,ENSG00000169403,chr1:28208607-28209488,-15111.0,0,-61881.0,0,-0.00023464323,,,0.07141421585047229,0.017753064915924165
171,ENSG00000169403,chr1:28232553-28233436,-39058.0,0,-85828.0,0,0.0031009659,,,0.07141421585047229,0.10933208280297448
172,ENSG00000169403,chr1:28235603-28236504,-42117.0,0,-88887.0,0,0.0058812946,,,0.07141421585047229,0.16352917531989014
173,ENSG00000158292,chr1:6249047-6249833,11658.0,0,-2087.0,1,0.009242678,,,0.014738393515106854,0.03537214443625645
174,ENSG00000158292,chr1:6259756-6260603,919.0,0,-12826.0,1,0.013679377,,,0.014738393515106854,0.09727339719970524
175,ENSG00000158292,chr1:6260855-6261614,-136.0,1,-13881.0,0,0.006691557,,,0.014738393515106854,0.05962350103838682
176,ENSG00000158292,chr1:6280633-6281484,-19960.0,0,-33705.0,0,0.0057279593,,,0.014738393515106854,0.011321765927513902
177,ENSG00000158292,chr1:6294643-6295479,-33963.0,0,-47708.0,0,0.007878654,,,0.014738393515106854,0.010048904669391037
178,ENSG00000189337,chr1:13960156-13961045,67808.0,0,-1157443.0,1,0.0008851631,,,0.09184698867823407,0.01078582434514638
179,ENSG00000189337,chr1:14598095-14598726,705618.0,0,-519633.0,1,-0.00054683274,,,0.09184698867823407,0.011656729416493603
180,ENSG00000189337,chr1:14598891-14599712,706509.0,0,-518742.0,1,0.0007285899,,,0.09184698867823407,0.018891940778455147
181,ENSG00000189337,chr1:14660687-14661525,768314.0,0,-456937.0,1,-0.0018448613,,,0.09184698867823407,0.03021370670596905
182,ENSG00000189337,chr1:14706427-14707326,814084.0,0,-411167.0,1,-0.0037694545,,,0.09184698867823407,0.02150465599249682
183,ENSG00000189337,chr1:14731663-14732534,839306.0,0,-385945.0,1,-0.00011699367,,,0.09184698867823407,0.017954043009311985
184,ENSG00000189337,chr1:14735600-14736491,843253.0,0,-381998.0,1,-0.006504887,,,0.09184698867823407,0.01601125477322972
185,ENSG00000189337,chr1:14739232-14740110,846879.0,0,-378372.0,1,-0.0004032208,,,0.09184698867823407,0.026529108327192335
186,ENSG00000189337,chr1:14755603-14756473,863246.0,0,-362005.0,1,-0.0059742862,,,0.09184698867823407,0.030280699403764988
187,ENSG00000189337,chr1:14761494-14762398,869154.0,0,-356097.0,1,-0.008957962,,,0.09184698867823407,0.033563341595766065
188,ENSG00000189337,chr1:14777546-14778325,885143.0,0,-340108.0,1,0.004172866,,,0.09184698867823407,0.07389294566892209
189,ENSG00000189337,chr1:14780162-14781007,887792.0,0,-337459.0,1,-0.0016742774,,,0.09184698867823407,0.01366651035037181
190,ENSG00000189337,chr1:14782608-14783528,890276.0,0,-334975.0,1,0.007618076,,,0.09184698867823407,0.032357473035439135
191,ENSG00000189337,chr1:14784103-14784432,891475.0,0,-333776.0,1,0.010855645,,,0.09184698867823407,0.010852817042942319
192,ENSG00000189337,chr1:14784530-14785183,892064.0,0,-333187.0,1,0.013235203,,,0.09184698867823407,0.01353252495477993
193,ENSG00000189337,chr1:14804391-14805292,912049.0,0,-313202.0,1,0.00032711148,,,0.09184698867823407,0.018891940778455147
194,ENSG00000189337,chr1:14810522-14811404,918171.0,0,-307080.0,1,-0.004726203,,,0.09184698867823407,0.035104173645072685
195,ENSG00000189337,chr1:14876394-14877298,984054.0,0,-241197.0,1,0.0010632494,,,0.09184698867823407,0.011991692905473304
196,ENSG00000189337,chr1:14915113-14916012,1022770.0,0,-202481.0,1,2.75872e-05,,,0.09184698867823407,0.02733302070074362
197,ENSG00000189337,chr1:14923870-14924630,1031458.0,0,-193793.0,1,0.0053871768,,,0.09184698867823407,0.07422790915790178
198,ENSG00000189337,chr1:14944373-14945300,1052044.0,0,-173207.0,1,0.011873579,,,0.09184698867823407,0.01339853955918805
199,ENSG00000189337,chr1:15016204-15017061,1123840.0,0,-101411.0,1,-0.0030164872,,,0.09184698867823407,0.01601125477322972
200,ENSG00000189337,chr1:15027345-15028193,1134977.0,0,-90274.0,1,0.0043842844,,,0.09184698867823407,0.012259663696657064
201,ENSG00000189337,chr1:15037868-15038749,1145516.0,0,-79735.0,1,-0.0017931508,,,0.09184698867823407,0.023916393113150667
202,ENSG00000189337,chr1:15046258-15047155,1153914.0,0,-71337.0,1,0.0016247715,,,0.09184698867823407,0.026529108327192335
203,ENSG00000189337,chr1:15075642-15076540,1183299.0,0,-41952.0,1,-0.0039790715,,,0.09184698867823407,0.04160246533127889
204,ENSG00000189337,chr1:15083336-15084241,1190996.0,0,-34255.0,1,-0.0033016962,,,0.09184698867823407,0.012192670998861125
205,ENSG00000189337,chr1:15089280-15090128,1196912.0,0,-28339.0,1,-0.002713404,,,0.09184698867823407,0.028471896563274604
206,ENSG00000189337,chr1:15090261-15091057,1197867.0,0,-27384.0,1,-0.0024467942,,,0.09184698867823407,0.019494875058618612
207,ENSG00000189337,chr1:15100131-15101007,1207777.0,0,-17474.0,1,-0.0028479358,,,0.09184698867823407,0.028605881958866482
208,ENSG00000189337,chr1:15106418-15107313,1214073.0,0,-11178.0,1,-0.0012494146,,,0.09184698867823407,0.0271320426073558
209,ENSG00000189337,chr1:15110304-15111181,1217950.0,0,-7301.0,1,0.0009128419,,,0.09184698867823407,0.01105379513633014
210,ENSG00000189337,chr1:15111968-15112875,1219629.0,0,-5622.0,1,-0.0042930315,,,0.09184698867823407,0.04964158906679172
211,ENSG00000028137,chr1:12118331-12119235,-48208.0,0,-90445.0,0,0.0009283201,,,0.11549541100020098,0.025725195953641054
