,group,name,Mean.1,Mean.2,Std.1,Std.2,obsn.1,obsn.2,score,p.value,p.adj,Frac.gene.1,Frac.peak.1,score.abs
2405,NeuP,ENSG00000163563~chr1:158809701-158810485,0.39179015,0.02085237,0.6548987253914949,0.09350825882778603,1434.0,13493.0,60.280254131801215,0.0,0.0,0.3577405857740586,0.09065550906555091,60.280254131801215
27300,NeuP,ENSG00000105352~chr19:41621345-41622222,0.38711372,0.047808237,0.5434345190788445,0.1239673178433234,1434.0,13493.0,59.43396910437976,0.0,0.0,0.35704323570432356,0.16527196652719664,59.43396910437976
4154,NeuP,ENSG00000237298~chr2:178530276-178531130,0.22236274,0.008816612,0.33398863664849143,0.08184858019033404,1434.0,13493.0,59.37696315629695,0.0,0.0,0.6185495118549512,0.08089260808926081,59.37696315629695
27732,NeuP,ENSG00000129951~chr19:851862-852691,0.44606012,0.021208206,0.7250549014882902,0.13420820888184426,1434.0,13493.0,59.20130198862933,0.0,0.0,0.36610878661087864,0.0794979079497908,59.20130198862933
15695,NeuP,ENSG00000099139~chr9:76166367-76167279,0.35403472,0.047584508,0.4736336806029337,0.12118683250408495,1434.0,13493.0,59.13176900558576,0.0,0.0,0.38493723849372385,0.199442119944212,59.13176900558576
27755,NeuP,ENSG00000133246~chr19:8499900-8500808,0.40939888,0.063501395,0.4362959977163485,0.17006616356228554,1434.0,13493.0,59.08679237231617,0.0,0.0,0.7594142259414226,0.1694560669456067,59.08679237231617
5076,NeuP,ENSG00000135636~chr2:71451009-71451790,0.3828747,0.0134132635,0.7192626034080226,0.0685397720597912,1434.0,13493.0,57.28545745073073,0.0,0.0,0.21269177126917713,0.06555090655509066,57.28545745073073
15519,NeuP,ENSG00000172159~chr9:83472554-83473408,0.32686213,0.010586102,0.6046670809986926,0.07082270762622693,1434.0,13493.0,57.193674959065234,0.0,0.0,0.40794979079497906,0.07252440725244072,57.193674959065234
22940,NeuP,ENSG00000247982~chr15:57283705-57284510,0.31851473,0.016191836,0.5592994751544984,0.08609408816750183,1434.0,13493.0,56.7901927919168,0.0,0.0,0.2789400278940028,0.10111576011157601,56.7901927919168
27731,NeuP,ENSG00000129951~chr19:850217-851088,0.43735638,0.031415753,0.6815618346526773,0.15620327539888196,1434.0,13493.0,56.60833436447721,0.0,0.0,0.36610878661087864,0.10669456066945607,56.60833436447721
16865,NeuP,ENSG00000149212~chr11:95256116-95257026,0.23170188,0.0053714374,0.3459539791057261,0.10114823713447459,1434.0,13493.0,56.582458027901865,0.0,0.0,0.6792189679218968,0.10181311018131102,56.582458027901865
27722,NeuP,ENSG00000129951~chr19:821863-822642,0.34787378,0.024139361,0.535563082543736,0.13235408641594099,1434.0,13493.0,55.96438202848282,0.0,0.0,0.36610878661087864,0.09205020920502092,55.96438202848282
27067,NeuP,ENSG00000197766~chr19:827388-828263,0.37372056,0.025684481,0.6000808054700649,0.13168375063586352,1434.0,13493.0,55.89842985701909,0.0,0.0,0.45327754532775455,0.11366806136680614,55.89842985701909
5482,NeuP,ENSG00000172986~chr3:72894727-72895627,0.30595812,0.016942382,0.5465489754185473,0.08186151700160833,1434.0,13493.0,55.82874210226702,0.0,0.0,0.14086471408647142,0.13389121338912133,55.82874210226702
8011,NeuP,ENSG00000173320~chr4:183830554-183831361,0.451337,0.014433627,0.8978029502175605,0.07491143547167879,1434.0,13493.0,54.77651128141354,0.0,0.0,0.33403068340306835,0.07322175732217573,54.77651128141354
24973,NeuP,ENSG00000167419~chr17:58267345-58268080,0.45493647,0.030472212,0.7833782219997374,0.14612582827273948,1434.0,13493.0,54.640289741819764,0.0,0.0,0.10669456066945607,0.15481171548117154,54.640289741819764
8020,NeuP,ENSG00000173320~chr4:183989304-183990155,0.44760558,0.011918645,0.8966408479345255,0.07724126951292798,1434.0,13493.0,54.58422255619011,0.0,0.0,0.33403068340306835,0.07531380753138076,54.58422255619011
24003,NeuP,ENSG00000154102~chr16:85733079-85733944,0.2955663,0.041823015,0.3865491900335799,0.12664522817230653,1434.0,13493.0,53.78966466750642,0.0,0.0,0.4205020920502092,0.14853556485355648,53.78966466750642
27958,NeuP,ENSG00000051128~chr19:18972194-18973115,0.2051507,0.014071919,0.3414496338708557,0.07641442468484735,1434.0,13493.0,53.60125769564373,0.0,0.0,0.100418410041841,0.17364016736401675,53.60125769564373
22961,NeuP,ENSG00000092529~chr15:42366788-42367675,0.26315752,0.00805191,0.5289715225562072,0.05351511449172158,1434.0,13493.0,53.516391857590314,0.0,0.0,0.17573221757322174,0.06555090655509066,53.516391857590314
22527,NeuP,ENSG00000169397~chr14:20891001-20891926,0.29820263,0.033968214,0.4309525524292362,0.1235689984812676,1434.0,13493.0,53.48709548092759,0.0,0.0,0.3124128312412831,0.10320781032078104,53.48709548092759
27078,NeuP,ENSG00000197766~chr19:859089-859889,0.41748306,0.030842938,0.728798377377535,0.13653619415937668,1434.0,13493.0,53.44120657877913,0.0,0.0,0.45327754532775455,0.15411436541143655,53.44120657877913
24554,NeuP,ENSG00000215067~chr17:6948412-6949326,0.16874337,0.0033308615,0.30647288838124487,0.06249183529831802,1434.0,13493.0,53.1639028812744,0.0,0.0,0.4198047419804742,0.11854951185495119,53.1639028812744
24974,NeuP,ENSG00000265148~chr17:58280527-58281145,0.18516476,0.012202953,0.26898396600617325,0.08811951806648893,1434.0,13493.0,52.69290624978429,0.0,0.0,0.5195258019525802,0.1701534170153417,52.69290624978429
27727,NeuP,ENSG00000129951~chr19:840442-841305,0.37653214,0.025573075,0.6653026766488629,0.12974675544621483,1434.0,13493.0,52.59573861496163,0.0,0.0,0.36610878661087864,0.07112970711297072,52.59573861496163
5077,NeuP,ENSG00000135636~chr2:71452297-71453174,0.23194422,0.014307708,0.42420158756262977,0.07670820477226366,1434.0,13493.0,52.12590458758514,0.0,0.0,0.21269177126917713,0.11645746164574616,52.12590458758514
8013,NeuP,ENSG00000173320~chr4:183832832-183833698,0.533367,0.011389624,1.1507596397910693,0.06705172219972876,1434.0,13493.0,51.88133171920446,0.0,0.0,0.33403068340306835,0.05090655509065551,51.88133171920446
6058,NeuP,ENSG00000138463~chr3:122767589-122768507,0.165755,0.011148559,0.26646521637857823,0.07221678445931891,1434.0,13493.0,51.8347406341802,0.0,0.0,0.3207810320781032,0.11297071129707113,51.8347406341802
2384,NeuP,ENSG00000162676~chr1:92483459-92484288,0.24587835,0.043998566,0.2920649365651523,0.11292141110120149,1434.0,13493.0,51.7623603781386,0.0,0.0,0.41841004184100417,0.21338912133891214,51.7623603781386
22988,NeuP,ENSG00000169752~chr15:76006065-76006936,0.29129666,0.0417381,0.39640780254803865,0.12980317575917097,1434.0,13493.0,51.60127125409114,0.0,0.0,0.38842398884239887,0.11576011157601115,51.60127125409114
18343,NeuP,ENSG00000183621~chr10:30862257-30863123,0.30156687,0.028944407,0.5128076031689448,0.1119393737856691,1434.0,13493.0,51.322204135355804,0.0,0.0,0.797768479776848,0.05299860529986053,51.322204135355804
21643,NeuP,ENSG00000258583~chr14:58746941-58747835,0.2692535,0.0068107448,0.5687736619844687,0.06113999319687237,1434.0,13493.0,50.91508102666376,0.0,0.0,0.15760111576011157,0.12831241283124128,50.91508102666376
8438,NeuP,ENSG00000145287~chr4:83128283-83129180,0.25300655,0.015505446,0.3297824952192263,0.14104557931907427,1434.0,13493.0,50.716747174606255,0.0,0.0,0.8619246861924686,0.10808926080892609,50.716747174606255
15518,NeuP,ENSG00000172159~chr9:83470950-83471824,0.26717082,0.00950338,0.558278237053328,0.0634389299627099,1434.0,13493.0,50.637412558421836,0.0,0.0,0.40794979079497906,0.0502092050209205,50.637412558421836
4798,NeuP,ENSG00000155657~chr2:178530276-178531130,0.17906176,0.009033913,0.3037093564370334,0.08140483131171762,1434.0,13493.0,50.23975886083985,0.0,0.0,0.4330543933054393,0.08089260808926081,50.23975886083985
15523,NeuP,ENSG00000172159~chr9:83538223-83539083,0.24743906,0.007669494,0.5194837024970852,0.0679191138986744,1434.0,13493.0,49.77295709943513,0.0,0.0,0.40794979079497906,0.14853556485355648,49.77295709943513
22275,NeuP,ENSG00000100448~chr14:24575963-24576840,0.32617435,0.057331752,0.3890086637966716,0.16092939783952573,1434.0,13493.0,49.691859259772194,0.0,0.0,0.7545327754532776,0.16666666666666666,49.691859259772194
85,NeuP,ENSG00000142583~chr1:9093675-9094509,0.22506063,0.02781231,0.3413982090600722,0.10108935149806478,1434.0,13493.0,49.68639173729636,0.0,0.0,0.34518828451882844,0.1387726638772664,49.68639173729636
5078,NeuP,ENSG00000135636~chr2:71453477-71454257,0.21363528,0.007642632,0.44223903167914097,0.0636735151035673,1434.0,13493.0,49.50565190027258,0.0,0.0,0.21269177126917713,0.08437935843793584,49.50565190027258
26472,NeuP,ENSG00000077984~chr20:24951298-24952207,0.26984486,0.036520287,0.3648588403738324,0.13329274741431252,1434.0,13493.0,49.463627802199134,0.0,0.0,0.8068340306834031,0.11854951185495119,49.463627802199134
10411,NeuP,ENSG00000112053~chr6:36018093-36018891,0.21550016,0.017134316,0.4003977414073659,0.07904754646802241,1434.0,13493.0,49.23493117784271,0.0,0.0,0.21269177126917713,0.08298465829846582,49.23493117784271
9892,NeuP,ENSG00000197208~chr5:132295005-132295808,0.28783262,0.060407195,0.323133845610148,0.14059663369761244,1434.0,13493.0,49.02529934432042,0.0,0.0,0.5320781032078103,0.2482566248256625,49.02529934432042
27726,NeuP,ENSG00000129951~chr19:836329-837176,0.28326115,0.018805327,0.5144692239304596,0.1168502187090193,1434.0,13493.0,49.00094373729787,0.0,0.0,0.36610878661087864,0.06485355648535565,49.00094373729787
9937,NeuP,ENSG00000050767~chr5:178538691-178539595,0.47376066,0.021996059,0.9742579060530127,0.1464492492403105,1434.0,13493.0,48.92495266656371,0.0,0.0,0.20362622036262204,0.11854951185495119,48.92495266656371
16541,NeuP,ENSG00000152270~chr11:14611713-14612581,0.2797514,0.038008418,0.3894467643489714,0.1378463579192243,1434.0,13493.0,48.853621529790125,0.0,0.0,0.7426778242677824,0.08298465829846582,48.853621529790125
26096,NeuP,ENSG00000242550~chr18:63859643-63860511,0.27032787,0.019138226,0.4921907906476023,0.1105464494254932,1434.0,13493.0,48.8264855036108,0.0,0.0,0.2175732217573222,0.05230125523012552,48.8264855036108
26882,NeuP,ENSG00000124107~chr20:45254568-45255423,0.27212834,0.0189287,0.5006155019295271,0.11089106558665651,1434.0,13493.0,48.603333558404294,0.0,0.0,0.12412831241283125,0.09693165969316597,48.603333558404294
29040,NeuP,ENSG00000183570~chr21:45618818-45619555,0.25503018,0.01594001,0.4823963807253454,0.10027313326639019,1434.0,13493.0,48.55306659265502,0.0,0.0,0.600418410041841,0.05788005578800558,48.55306659265502
2602,NeuP,ENSG00000119535~chr1:36517023-36517470,0.3342332,0.04452766,0.4889271644008207,0.16202183755304309,1434.0,13493.0,48.27495172294751,0.0,0.0,0.9016736401673641,0.07461645746164575,48.27495172294751
17874,NeuP,ENSG00000023171~chr11:123480277-123481174,0.22957608,0.010935575,0.4228910014483524,0.10309707953179896,1434.0,13493.0,48.10323838896286,0.0,0.0,0.45536959553695955,0.06206415620641562,48.10323838896286
1821,NeuP,ENSG00000162946~chr1:231774613-231775496,0.16950324,0.009121899,0.25864534586554155,0.09632004024812767,1434.0,13493.0,47.448381136205285,0.0,0.0,0.6715481171548117,0.09065550906555091,47.448381136205285
9657,NeuP,ENSG00000151883~chr5:50647544-50648411,0.2577173,0.025981946,0.42625796019659407,0.12220067795253556,1434.0,13493.0,47.42893093688453,0.0,0.0,0.8165969316596932,0.06415620641562064,47.42893093688453
27074,NeuP,ENSG00000197766~chr19:850217-851088,0.34220114,0.031669416,0.588372846466397,0.15891835213694494,1434.0,13493.0,47.216035613422626,0.0,0.0,0.45327754532775455,0.10669456066945607,47.216035613422626
27075,NeuP,ENSG00000197766~chr19:851862-852691,0.3020127,0.01823759,0.6079071084263853,0.11431553783182466,1434.0,13493.0,46.97950192346195,0.0,0.0,0.45327754532775455,0.0794979079497908,46.97950192346195
2404,NeuP,ENSG00000163563~chr1:158809100-158809583,0.23821484,0.015140991,0.4938457244820582,0.08445975815348071,1434.0,13493.0,46.47427127926535,0.0,0.0,0.3577405857740586,0.0502092050209205,46.47427127926535
15429,NeuP,ENSG00000165092~chr9:72925189-72926105,-0.17565145,-0.023619074,0.2562847333861234,0.09171783244030714,1434.0,13493.0,-46.409008299084974,0.0,0.0,0.13737796373779637,0.07461645746164575,46.409008299084974
6190,NeuP,ENSG00000058866~chr3:186374175-186375018,0.20276457,0.011033971,0.42171566089694085,0.07575587755766315,1434.0,13493.0,46.26352501091288,0.0,0.0,0.5516039051603905,0.0502092050209205,46.26352501091288
250,NeuP,ENSG00000134698~chr1:35799975-35800885,0.17234673,0.022693923,0.24180413279005475,0.09429141227493507,1434.0,13493.0,46.115219904944816,0.0,0.0,0.5237099023709902,0.22663877266387727,46.115219904944816
27302,NeuP,ENSG00000105352~chr19:41626680-41627592,0.24791399,0.033986874,0.40489886432273736,0.12019466214929517,1434.0,13493.0,45.38466068313073,0.0,0.0,0.35704323570432356,0.10390516039051603,45.38466068313073
15117,NeuP,ENSG00000105339~chr8:141137718-141138628,0.24176173,0.051225707,0.29194335778936237,0.12779730538998804,1434.0,13493.0,45.2848913548154,0.0,0.0,0.6227336122733612,0.17294281729428174,45.2848913548154
19237,NeuP,ENSG00000065809~chr10:14579331-14580189,0.27055436,0.04821928,0.4123001092246948,0.12895608624162533,1434.0,13493.0,45.20650879767022,0.0,0.0,0.7573221757322176,0.07322175732217573,45.20650879767022
3921,NeuP,ENSG00000085449~chr2:223918354-223919265,0.13240053,0.010088515,0.2304620725300667,0.06992424611536785,1434.0,13493.0,45.13410534613211,0.0,0.0,0.4735006973500697,0.10111576011157601,45.13410534613211
27304,NeuP,ENSG00000105352~chr19:41638517-41639383,0.25477523,0.029443756,0.4728767668039187,0.10969823966780294,1434.0,13493.0,45.10659551042117,0.0,0.0,0.35704323570432356,0.099721059972106,45.10659551042117
27070,NeuP,ENSG00000197766~chr19:840442-841305,0.309196,0.025054257,0.6081769529289389,0.1359343229615667,1434.0,13493.0,44.76825838268551,0.0,0.0,0.45327754532775455,0.07112970711297072,44.76825838268551
16042,NeuP,ENSG00000106829~chr9:79650941-79651837,0.20598899,0.03361466,0.3420176186201887,0.09535045470400472,1434.0,13493.0,44.49946220089997,0.0,0.0,0.8354253835425384,0.06624825662482567,44.49946220089997
9935,NeuP,ENSG00000050767~chr5:178532538-178533398,0.26801535,0.015087221,0.49114000407505143,0.14402784657454387,1434.0,13493.0,44.48030957014459,0.0,0.0,0.20362622036262204,0.09205020920502092,44.48030957014459
23727,NeuP,ENSG00000048471~chr16:12344489-12345300,0.14726144,0.009812131,0.2670152242906146,0.07918059198027,1434.0,13493.0,44.238761169024414,0.0,0.0,0.6722454672245467,0.060669456066945605,44.238761169024414
28115,NeuP,ENSG00000104880~chr19:7348524-7349433,0.16174497,0.027527401,0.21132106041193763,0.09549330720841379,1434.0,13493.0,43.16761118668429,0.0,0.0,0.5355648535564853,0.2880055788005579,43.16761118668429
19244,NeuP,ENSG00000065809~chr10:14647858-14648752,0.2351026,0.034743566,0.36665348267142117,0.12998770515285046,1434.0,13493.0,42.97000493718518,0.0,0.0,0.7573221757322176,0.11297071129707113,42.97000493718518
1528,NeuP,ENSG00000143669~chr1:235892724-235893585,0.21386422,0.015534128,0.39324029145095685,0.11914020917362063,1434.0,13493.0,42.919746493486464,0.0,0.0,0.9079497907949791,0.0801952580195258,42.919746493486464
8012,NeuP,ENSG00000173320~chr4:183831523-183832188,0.23091081,0.0048237178,0.5884238624697689,0.05970503666008836,1434.0,13493.0,42.62575581805132,0.0,0.0,0.33403068340306835,0.0599721059972106,42.62575581805132
12070,NeuP,ENSG00000179869~chr7:48170285-48171091,0.30880785,0.015443228,0.7395279316816766,0.10091372940232256,1434.0,13493.0,42.51600707772846,0.0,0.0,0.1903765690376569,0.09693165969316597,42.51600707772846
12957,NeuP,ENSG00000257335~chr7:141928107-141928962,0.32858935,0.019759022,0.7755040524086934,0.1085480984621812,1434.0,13493.0,42.51595865105952,0.0,0.0,0.26220362622036264,0.10390516039051603,42.51595865105952
29112,NeuP,ENSG00000142185~chr21:44353990-44354513,0.29687667,0.044544153,0.5032817845651771,0.1554611947526244,1434.0,13493.0,42.28136887459448,0.0,0.0,0.25871687587168757,0.13110181311018132,42.28136887459448
19243,NeuP,ENSG00000065809~chr10:14617582-14618372,0.23256451,0.042952828,0.37541953500232317,0.1193631440207118,1434.0,13493.0,42.00580723340883,0.0,0.0,0.7573221757322176,0.09902370990237098,42.00580723340883
9402,NeuP,ENSG00000251314~chr5:96297644-96298533,0.1491044,0.0021690917,0.37097577181830066,0.057511660935945466,1434.0,13493.0,41.55870691903542,0.0,0.0,0.22245467224546722,0.08926080892608089,41.55870691903542
4369,NeuP,ENSG00000196460~chr2:101509254-101510164,0.22443049,0.031129168,0.41616076672467794,0.11339865579264145,1434.0,13493.0,41.4041689321089,0.0,0.0,0.7454672245467224,0.05160390516039052,41.4041689321089
5776,NeuP,ENSG00000198829~chr3:151873868-151874593,0.23202336,0.03140578,0.4216079318572976,0.12169161919189576,1434.0,13493.0,41.38963121998672,0.0,0.0,0.6868898186889819,0.058577405857740586,41.38963121998672
15685,NeuP,ENSG00000099139~chr9:75868912-75869807,0.21703793,0.030904735,0.37986081133496974,0.11789131617816134,1434.0,13493.0,41.23020462506583,0.0,0.0,0.38493723849372385,0.08368200836820083,41.23020462506583
12566,NeuP,ENSG00000105967~chr7:116087078-116087934,0.19118458,0.011722385,0.2859494046787416,0.1359644883499874,1434.0,13493.0,41.22706797401685,0.0,0.0,0.7629009762900977,0.061366806136680614,41.22706797401685
19554,NeuP,ENSG00000165682~chr12:10027428-10028299,0.2282192,0.013783345,0.42445555654843437,0.14077899951230727,1434.0,13493.0,41.141774316885666,0.0,0.0,0.11854951185495119,0.16875871687587168,41.141774316885666
9891,NeuP,ENSG00000197208~chr5:132293832-132294545,0.2306094,0.05001842,0.31738152536341224,0.1301788976531726,1434.0,13493.0,41.12889177421415,0.0,0.0,0.5320781032078103,0.3110181311018131,41.12889177421415
12586,NeuP,ENSG00000127955~chr7:79778808-79779713,-0.17081967,-0.024980353,0.2577386346962655,0.1061429026440965,1434.0,13493.0,-40.79920776500349,0.0,0.0,0.1108786610878661,0.08647140864714087,40.79920776500349
2383,NeuP,ENSG00000162676~chr1:92475966-92476867,0.18901068,0.03567945,0.28877838379636583,0.10730906927727958,1434.0,13493.0,40.678986123994996,0.0,0.0,0.41841004184100417,0.11854951185495119,40.678986123994996
15872,NeuP,ENSG00000138835~chr9:113403366-113404275,0.13085285,-0.00014081922,0.24482710952389933,0.09341954175954308,1434.0,13493.0,40.37535521930203,0.0,0.0,0.37587168758716877,0.07810320781032078,40.37535521930203
27069,NeuP,ENSG00000197766~chr19:836329-837176,0.20780995,0.012771861,0.45315035330688447,0.10945031324896624,1434.0,13493.0,40.17827996113935,0.0,0.0,0.45327754532775455,0.06485355648535565,40.17827996113935
10651,NeuP,ENSG00000124496~chr6:42333445-42334185,0.1898664,0.01627019,0.355568130587044,0.11583060106053573,1434.0,13493.0,40.12095339467974,0.0,0.0,0.5327754532775453,0.09135285913528592,40.12095339467974
23415,NeuP,ENSG00000069974~chr15:55250250-55251092,0.23114933,0.064422294,0.2722220154844623,0.13008536634318696,1434.0,13493.0,40.09622092529073,0.0,0.0,0.8186889818688982,0.1792189679218968,40.09622092529073
19964,NeuP,ENSG00000084110~chr12:96037214-96038112,0.17763217,0.03325733,0.29856037889810644,0.0964214956746072,1434.0,13493.0,39.910175261739475,0.0,0.0,0.19456066945606695,0.14225941422594143,39.910175261739475
18350,NeuP,ENSG00000183621~chr10:31000525-31001370,0.24259046,0.038676478,0.40178593170560384,0.14304512518454837,1434.0,13493.0,39.81711611403815,0.0,0.0,0.797768479776848,0.07880055788005579,39.81711611403815
5484,NeuP,ENSG00000172986~chr3:72976902-72977790,0.14635298,0.0069342656,0.358395999063325,0.06309058212729696,1434.0,13493.0,39.768830128981996,0.0,0.0,0.14086471408647142,0.056485355648535567,39.768830128981996
26098,NeuP,ENSG00000242550~chr18:63907461-63908344,0.30354327,0.024770152,0.6503618475263571,0.1603436558507893,1434.0,13493.0,39.71959562526465,0.0,0.0,0.2175732217573222,0.059274755927475595,39.71959562526465
19452,NeuP,ENSG00000172322~chr12:9970876-9971735,0.28845054,0.047308996,0.540259684657998,0.14822249184980543,1434.0,13493.0,39.674833695339906,0.0,0.0,0.8110181311018131,0.07391910739191074,39.674833695339906
5958,NeuP,ENSG00000173890~chr3:170006768-170007671,0.12630422,0.0051148958,0.30078560637227103,0.0631348948603956,1434.0,13493.0,39.35809426121142,0.0,0.0,0.23709902370990238,0.08856345885634588,39.35809426121142
18691,NeuP,ENSG00000107566~chr10:100181973-100182738,0.16209589,0.022900792,0.2667287012961659,0.1025877008863535,1434.0,13493.0,39.199436945807996,0.0,0.0,0.8354253835425384,0.07670850767085077,39.199436945807996
7714,NeuP,ENSG00000138639~chr4:85474729-85475649,0.2534646,0.022772871,0.4540223492465435,0.16722830082970663,1434.0,13493.0,39.121965557869984,0.0,0.0,0.1101813110181311,0.25523012552301255,39.121965557869984
14596,NeuP,ENSG00000153317~chr8:130313264-130314157,0.15083086,0.012033307,0.2376741170459591,0.11004719765848914,1434.0,13493.0,39.05552187630635,0.0,0.0,0.810320781032078,0.07601115760111576,39.05552187630635
27957,NeuP,ENSG00000051128~chr19:18969307-18970172,0.12875158,0.012591566,0.2667669175018527,0.07182626266923531,1434.0,13493.0,39.004766863607365,0.0,0.0,0.100418410041841,0.10599721059972106,39.004766863607365
9932,NeuP,ENSG00000050767~chr5:178467268-178468184,0.29636052,0.023039512,0.6404456470860497,0.16571093153567756,1434.0,13493.0,38.83556479236087,0.0,0.0,0.20362622036262204,0.11785216178521618,38.83556479236087
22941,NeuP,ENSG00000247982~chr15:57299519-57300405,0.20261809,0.014093726,0.4811015291712225,0.09603386078809585,1434.0,13493.0,38.826861847291426,0.0,0.0,0.2789400278940028,0.05788005578800558,38.826861847291426
5997,NeuP,ENSG00000223930~chr3:178289458-178290327,0.15543203,0.007849688,0.3815821536772752,0.07354585769601424,1434.0,13493.0,38.68072932545928,0.0,0.0,0.15829846582984658,0.06834030683403068,38.68072932545928
3329,NeuP,ENSG00000068724~chr2:46979304-46980180,0.19146276,0.04453647,0.24279944481654914,0.12031486364506327,1434.0,13493.0,38.635660922715225,0.0,0.0,0.6834030683403068,0.14783821478382148,38.635660922715225
6173,NeuP,ENSG00000058866~chr3:186161980-186162890,0.1899223,0.022261977,0.3710570508587552,0.11127611187524435,1434.0,13493.0,38.633387775928526,0.0,0.0,0.5516039051603905,0.07112970711297072,38.633387775928526
23710,NeuP,ENSG00000048471~chr16:11991985-11992892,0.12653309,0.0153460875,0.22528898175805087,0.08083078187282779,1434.0,13493.0,38.55652049595039,0.0,0.0,0.6722454672245467,0.0697350069735007,38.55652049595039
9448,NeuP,ENSG00000123643~chr5:151482961-151483786,0.16238569,0.025514465,0.2646493293091737,0.10395349167015096,1434.0,13493.0,38.3705918101612,2.721236660620551e-307,7.929139381716161e-303,0.31450488145048816,0.21687587168758718,38.3705918101612
