,r,r.p_value,r.FDR
ENSG00000142611~chr1:3320785-3321479,0.014817712607248108,,
ENSG00000142611~chr1:3321957-3322800,0.031524128769646005,,
ENSG00000142611~chr1:3323117-3323932,0.010830070667981273,,
ENSG00000142611~chr1:3327815-3328705,-0.011653653429104722,,
ENSG00000142611~chr1:3330543-3331413,0.00744114548637931,,
ENSG00000142611~chr1:3338159-3339018,-0.0007967240856093684,,
ENSG00000142611~chr1:3349413-3350284,-0.0037898942742265254,,
ENSG00000142611~chr1:3364275-3365125,0.00030348518348858786,,
ENSG00000142611~chr1:3365289-3366186,0.020291548498164287,,
ENSG00000142611~chr1:3372043-3372958,0.010533007347689666,,
ENSG00000142611~chr1:3381720-3382563,0.03182349285043792,,
ENSG00000142611~chr1:3393465-3394344,0.0038070365153158336,,
ENSG00000142611~chr1:3409839-3410715,-0.0035804290372965604,,
ENSG00000142611~chr1:3423061-3423857,0.019677561167094803,,
ENSG00000142611~chr1:3424408-3425318,0.02210292613541254,,
ENSG00000142611~chr1:3430973-3431864,-0.008685242447688106,,
ENSG00000171621~chr1:9242994-9243418,-0.01261745918101721,,
ENSG00000171621~chr1:9244333-9245241,0.0018043969689247312,,
ENSG00000171621~chr1:9249734-9250621,0.0033514654618573858,,
ENSG00000171621~chr1:9266820-9267723,-0.006367262275047112,,
ENSG00000171621~chr1:9275231-9276146,0.0037429887539728287,,
ENSG00000171621~chr1:9280171-9281059,0.0004946609159154489,,
ENSG00000171621~chr1:9288736-9289525,0.0011456697437442812,,
ENSG00000171621~chr1:9289950-9290748,0.0026137822212359057,,
ENSG00000171621~chr1:9292462-9293321,0.012326696814691012,,
ENSG00000171621~chr1:9300218-9301084,0.005227493328962311,,
ENSG00000171621~chr1:9315576-9316417,0.0010108431090871662,,
ENSG00000171621~chr1:9317553-9318467,0.02072483425971846,,
ENSG00000171621~chr1:9332604-9333513,-0.0011020615439863363,,
ENSG00000171621~chr1:9340620-9341497,0.001485120112537927,,
ENSG00000171621~chr1:9362314-9363199,0.006037411205756967,,
ENSG00000142583~chr1:9064054-9064988,0.03273037975136909,,
ENSG00000142583~chr1:9066941-9067847,0.02648077151403498,,
ENSG00000142583~chr1:9069264-9070159,0.058333504222163865,,
ENSG00000142583~chr1:9073190-9074040,0.01481477959927751,,
ENSG00000142583~chr1:9074729-9075558,0.023232621877839872,,
ENSG00000142583~chr1:9076015-9076840,0.005332998900743933,,
ENSG00000142583~chr1:9077832-9078668,0.018762269591066052,,
ENSG00000142583~chr1:9082981-9083810,0.04646889120720924,,
ENSG00000142583~chr1:9084757-9085523,0.009097146769491074,,
ENSG00000142583~chr1:9093675-9094509,0.05194310657829485,,
ENSG00000142583~chr1:9101285-9102171,0.0074986068795091475,,
ENSG00000142583~chr1:9110523-9111420,0.004057678271956468,,
ENSG00000142583~chr1:9120043-9120903,0.0436662036224498,,
ENSG00000142583~chr1:9128818-9129751,0.010498658797622993,,
ENSG00000142583~chr1:9135165-9136058,0.020638919602924948,,
ENSG00000234546~chr1:9135165-9136058,-0.009255549901333374,,
ENSG00000234546~chr1:9141975-9142782,0.002595373339336858,,
ENSG00000234546~chr1:9143149-9143973,0.03513793942260324,,
ENSG00000234546~chr1:9181072-9181920,0.014149755380085755,,
ENSG00000234546~chr1:9182847-9183399,-0.0004444809671546131,,
ENSG00000175262~chr1:10960739-10961654,0.004457125811404549,,
ENSG00000175262~chr1:10962340-10963148,-0.005528176292492605,,
ENSG00000175262~chr1:10965364-10966052,0.005677215662287154,,
ENSG00000175262~chr1:10979975-10980719,-0.005398006750725908,,
ENSG00000175262~chr1:10994313-10995226,-0.00510187755655528,,
ENSG00000175262~chr1:11012125-11012903,0.0016386991375041602,,
ENSG00000197921~chr1:2528849-2529772,0.012622920968887247,,
ENSG00000197921~chr1:2539078-2539974,-0.002360885817866946,,
ENSG00000197921~chr1:2543519-2544193,0.0007651555333388283,,
ENSG00000197921~chr1:2545846-2546662,0.017535223096220305,,
ENSG00000197921~chr1:2546791-2547490,0.005665075761114627,,
ENSG00000197921~chr1:2548476-2549244,0.006832137691871643,,
ENSG00000197921~chr1:2561666-2562560,-0.008169202281743532,,
ENSG00000197921~chr1:2567082-2567962,0.00021287269738718589,,
ENSG00000197921~chr1:2570040-2570955,0.007173803625899613,,
ENSG00000197921~chr1:2575736-2576511,0.011026046545437785,,
ENSG00000197921~chr1:2578000-2578904,0.00013185164203656063,,
ENSG00000233755~chr1:25053497-25054352,0.020851184687188266,,
ENSG00000233755~chr1:25080303-25081206,-0.0037778898512093846,,
ENSG00000233755~chr1:25082055-25082883,0.024380402169391947,,
ENSG00000233755~chr1:25088061-25088869,-0.006111617578710678,,
ENSG00000233755~chr1:25095384-25096255,-0.006976366239708224,,
ENSG00000233755~chr1:25099062-25099985,0.009272566060631385,,
ENSG00000233755~chr1:25101199-25102090,-0.003909977899158437,,
ENSG00000233755~chr1:25102967-25103815,0.015169378443206111,,
ENSG00000233755~chr1:25104118-25104936,0.009551477434763728,,
ENSG00000233755~chr1:25114828-25115746,-0.004870279206497146,,
ENSG00000233755~chr1:25120056-25120938,0.00048735465424022586,,
ENSG00000233755~chr1:25131535-25132451,-0.008952309474274093,,
ENSG00000233755~chr1:25139990-25140890,-0.007088066486859812,,
ENSG00000233755~chr1:25148412-25149315,0.005862781783169172,,
ENSG00000238164~chr1:2555588-2556425,-0.009906266949952032,,
ENSG00000238164~chr1:2561666-2562560,-0.00242520108200841,,
ENSG00000238164~chr1:2567082-2567962,0.0006953751965966448,,
ENSG00000238164~chr1:2570040-2570955,0.0037935580258078422,,
ENSG00000238164~chr1:2575736-2576511,0.005791015912709008,,
ENSG00000238164~chr1:2578000-2578904,0.005623339315846432,,
ENSG00000238164~chr1:2585118-2585785,-0.0055711452131080325,,
ENSG00000238164~chr1:2586212-2587072,-0.009125504336126505,,
ENSG00000238164~chr1:2592625-2593452,-0.0014540083740610934,,
ENSG00000188822~chr1:23872206-23873108,0.0034498691358421027,,
ENSG00000188822~chr1:23894803-23895685,0.008621414485393941,,
ENSG00000188822~chr1:23896421-23897105,-0.010437937188808817,,
ENSG00000188822~chr1:23897439-23898167,-0.0017373877049551443,,
ENSG00000188822~chr1:23898816-23899694,0.0017740982287270059,,
ENSG00000188822~chr1:23902501-23903415,0.016558554057991823,,
ENSG00000188822~chr1:23904476-23905375,0.004731570726242632,,
ENSG00000188822~chr1:23907487-23908244,0.003941866650527357,,
ENSG00000188822~chr1:23908676-23909484,0.006537592809273687,,
ENSG00000188822~chr1:23913008-23913913,0.013109784095445718,,
ENSG00000188822~chr1:23916486-23917259,-0.00708729536275042,,
ENSG00000188822~chr1:23919749-23920647,0.02899322177097264,,
ENSG00000188822~chr1:23948906-23949808,0.007972850875406163,,
ENSG00000188822~chr1:23954910-23955819,-0.029619942362196776,,
ENSG00000188822~chr1:23958918-23959388,0.01355500990688715,,
ENSG00000188822~chr1:23959469-23959876,0.010698798243148618,,
ENSG00000162512~chr1:30881032-30881911,-0.004077924997980721,,
ENSG00000162512~chr1:30888146-30889056,-0.0032550857690586367,,
ENSG00000162512~chr1:30891444-30892325,-0.005834835097553242,,
ENSG00000162512~chr1:30903099-30903905,-0.003075822508234185,,
ENSG00000162512~chr1:30908273-30909165,-0.006489062535343464,,
ENSG00000162512~chr1:30911082-30911970,-0.006111877788434012,,
ENSG00000162512~chr1:30912715-30913563,-0.00287528666487151,,
ENSG00000162512~chr1:30919025-30919916,0.0028756558028269446,,
ENSG00000162512~chr1:30929122-30930037,-0.004263803368600805,,
ENSG00000169403~chr1:28154497-28155403,-0.0004116068914660155,,
ENSG00000169403~chr1:28156572-28157485,0.01998985654438747,,
ENSG00000169403~chr1:28169106-28169980,-0.0018621298289705284,,
ENSG00000169403~chr1:28172419-28173324,0.017778346983874704,,
ENSG00000169403~chr1:28176283-28177164,0.024110655342362872,,
ENSG00000169403~chr1:28180930-28181699,0.00230110786524706,,
ENSG00000169403~chr1:28190306-28191093,0.010006314889684016,,
ENSG00000169403~chr1:28196719-28197607,-0.004653542949825231,,
ENSG00000169403~chr1:28199245-28200146,-0.009943673699251669,,
ENSG00000169403~chr1:28208607-28209488,0.00016938659647588447,,
ENSG00000169403~chr1:28232553-28233436,0.005530220153211534,,
ENSG00000169403~chr1:28235603-28236504,0.0002064148678105534,,
ENSG00000158292~chr1:6249047-6249833,0.0264189686180425,,
ENSG00000158292~chr1:6259756-6260603,0.0168698221446343,,
ENSG00000158292~chr1:6260855-6261614,0.010828595753266439,,
ENSG00000158292~chr1:6280633-6281484,0.009203699908815812,,
ENSG00000158292~chr1:6294643-6295479,-0.0026689892915350588,,
ENSG00000189337~chr1:13960156-13961045,-0.010173547153441759,,
ENSG00000189337~chr1:14598095-14598726,-0.005487024529990935,,
ENSG00000189337~chr1:14598891-14599712,0.010373238052949055,,
ENSG00000189337~chr1:14660687-14661525,-0.0010941291098860147,,
ENSG00000189337~chr1:14706427-14707326,0.0020168257227026675,,
ENSG00000189337~chr1:14731663-14732534,0.009731314927222083,,
ENSG00000189337~chr1:14735600-14736491,-0.012062601462042152,,
ENSG00000189337~chr1:14739232-14740110,-0.007993406464395848,,
ENSG00000189337~chr1:14755603-14756473,-0.004829371298424843,,
ENSG00000189337~chr1:14761494-14762398,-0.006600856700948523,,
ENSG00000189337~chr1:14777546-14778325,0.0038720704533809847,,
ENSG00000189337~chr1:14780162-14781007,-0.011868574815151035,,
ENSG00000189337~chr1:14782608-14783528,0.011355615898451644,,
ENSG00000189337~chr1:14784103-14784432,-0.0001651156606751861,,
ENSG00000189337~chr1:14784530-14785183,0.007530888464692798,,
ENSG00000189337~chr1:14804391-14805292,-8.093902760965814e-06,,
ENSG00000189337~chr1:14810522-14811404,-0.007298068792373525,,
ENSG00000189337~chr1:14876394-14877298,-0.002150933090302782,,
ENSG00000189337~chr1:14915113-14916012,0.009230897131373822,,
ENSG00000189337~chr1:14923870-14924630,0.018580751913661132,,
ENSG00000189337~chr1:14944373-14945300,0.020786573227683215,,
ENSG00000189337~chr1:15016204-15017061,0.005692767415922595,,
ENSG00000189337~chr1:15027345-15028193,-0.006383075837014153,,
ENSG00000189337~chr1:15037868-15038749,0.000469570902706307,,
ENSG00000189337~chr1:15046258-15047155,0.0026786378575963704,,
ENSG00000189337~chr1:15075642-15076540,-8.537341428491708e-05,,
ENSG00000189337~chr1:15083336-15084241,-0.011215854916695972,,
ENSG00000189337~chr1:15089280-15090128,0.00014732167745286267,,
ENSG00000189337~chr1:15090261-15091057,-0.0012978225565357326,,
ENSG00000189337~chr1:15100131-15101007,-0.003765196167805748,,
ENSG00000189337~chr1:15106418-15107313,-0.0017619777392017995,,
ENSG00000189337~chr1:15110304-15111181,-0.0006328616071767574,,
ENSG00000189337~chr1:15111968-15112875,0.011950657934218952,,
ENSG00000028137~chr1:12118331-12119235,-0.005950664009854837,,
ENSG00000028137~chr1:12124602-12125440,0.012171537973392686,,
ENSG00000028137~chr1:12125691-12126449,0.009135958439177692,,
ENSG00000028137~chr1:12132720-12133630,0.02752005945963942,,
ENSG00000028137~chr1:12140755-12141586,0.01235074145912337,,
ENSG00000028137~chr1:12143563-12143969,0.006024618376425878,,
ENSG00000028137~chr1:12147999-12148840,-0.004496052027455881,,
ENSG00000028137~chr1:12150255-12151162,0.0009720595414963541,,
ENSG00000028137~chr1:12152958-12153883,0.020979936388938112,,
ENSG00000028137~chr1:12157610-12158508,0.01748888575783324,,
ENSG00000028137~chr1:12161536-12162448,0.02390029672923944,,
ENSG00000028137~chr1:12166660-12167463,0.030944071292905276,,
ENSG00000028137~chr1:12173480-12174347,0.016047656222396036,,
ENSG00000028137~chr1:12174988-12175750,0.0005882292357308955,,
ENSG00000028137~chr1:12177803-12178578,0.0035283806071187466,,
ENSG00000028137~chr1:12178851-12179626,0.007484011213541989,,
ENSG00000028137~chr1:12180137-12180942,0.019736645589315528,,
ENSG00000028137~chr1:12183938-12184863,0.03208959288587306,,
ENSG00000028137~chr1:12194353-12195251,0.0002384158458121897,,
ENSG00000028137~chr1:12196421-12197341,0.014600351989267719,,
ENSG00000028137~chr1:12208653-12209535,-0.002192520614948896,,
ENSG00000204464~chr1:15168207-15169102,0.02829459252150195,,
ENSG00000204464~chr1:15177440-15178337,0.013991352577737887,,
ENSG00000204464~chr1:15208352-15209263,-0.006094703015669944,,
ENSG00000204464~chr1:15218232-15219123,0.013094809228993047,,
ENSG00000284543~chr1:31471274-31471934,-0.004807504408846401,,
ENSG00000284543~chr1:31472249-31473048,-0.014104458935164347,,
ENSG00000284543~chr1:31483014-31483938,0.01910058236007495,,
ENSG00000284543~chr1:31501255-31502158,-0.0026730603961887885,,
ENSG00000284543~chr1:31505685-31506582,0.029190313291440704,,
ENSG00000284543~chr1:31508875-31509777,-0.0007666445120336286,,
ENSG00000284543~chr1:31524265-31524669,0.01962260598987127,,
ENSG00000284543~chr1:31535773-31536676,0.0045194072953402544,,
ENSG00000284543~chr1:31548706-31549567,0.005372254674141342,,
ENSG00000284543~chr1:31563836-31564717,-0.00421605744310263,,
ENSG00000284543~chr1:31571114-31572026,0.0014011122567830522,,
ENSG00000284543~chr1:31576045-31576954,0.003354372015748227,,
ENSG00000134698~chr1:35769363-35770211,0.007977711731773578,,
ENSG00000134698~chr1:35774396-35775312,-0.010803696094613166,,
ENSG00000134698~chr1:35799975-35800885,0.031014501423250143,,
ENSG00000134698~chr1:35804282-35805153,0.001853463351174553,,
ENSG00000134698~chr1:35807724-35808512,0.010672226601964862,,
ENSG00000134698~chr1:35808669-35809092,-0.002420455470893963,,
ENSG00000134698~chr1:35810954-35811776,0.00021306138396057602,,
ENSG00000134698~chr1:35838433-35839337,0.01058466340802114,,
ENSG00000287400~chr1:41222277-41223196,-0.005478035904491266,,
ENSG00000287400~chr1:41239936-41240600,-0.0032312062216964055,,
ENSG00000287400~chr1:41241319-41241682,-0.0026247895161044693,,
ENSG00000287400~chr1:41241804-41242581,0.007067298719961814,,
ENSG00000287400~chr1:41245355-41246203,0.005122546519617873,,
ENSG00000287400~chr1:41267919-41268810,-0.004351528484224473,,
ENSG00000287400~chr1:41274575-41275472,0.017587958994896437,,
ENSG00000287400~chr1:41277288-41277917,0.0259162129763179,,
ENSG00000287400~chr1:41282466-41283355,0.0035936728859531837,,
ENSG00000287400~chr1:41313342-41314252,-0.00018591703373768343,,
ENSG00000287400~chr1:41322617-41323514,0.00021775854362795995,,
ENSG00000287400~chr1:41333005-41333911,-0.005885220703631759,,
ENSG00000228526~chr1:9163657-9164552,0.0037881338647765207,,
ENSG00000228526~chr1:9181072-9181920,0.014113631751659543,,
ENSG00000228526~chr1:9182847-9183399,-0.007040696665814059,,
ENSG00000228526~chr1:9196125-9197008,0.0187375675023774,,
ENSG00000228526~chr1:9198413-9199296,-0.015792651374505928,,
ENSG00000228526~chr1:9201359-9202103,-0.004338227977285479,,
ENSG00000228526~chr1:9203325-9204174,0.013226866476011135,,
ENSG00000228526~chr1:9228384-9229281,-0.00032070239020591133,,
ENSG00000228526~chr1:9232929-9233609,-0.003204379788651501,,
ENSG00000228526~chr1:9234330-9235228,-0.0023564092415870003,,
ENSG00000228526~chr1:9238241-9238910,0.0014678232347672636,,
ENSG00000228526~chr1:9239478-9240356,0.0013323909060582084,,
ENSG00000228526~chr1:9242356-9242893,-0.0013884558726431947,,
ENSG00000228526~chr1:9242994-9243418,-0.007533943678034868,,
ENSG00000228526~chr1:9244333-9245241,0.015171533956846504,,
ENSG00000158315~chr1:38915204-38916084,-0.006550951431674877,,
ENSG00000158315~chr1:38990767-38991666,-0.004531024729836572,,
ENSG00000187513~chr1:34781225-34782104,-0.0022563484399063583,,
ENSG00000187513~chr1:34786173-34787065,-0.003853439667811391,,
ENSG00000187513~chr1:34787833-34788722,0.002235036351320582,,
ENSG00000187513~chr1:34792514-34793426,0.004364969597407304,,
ENSG00000228436~chr1:38815771-38816704,0.013751954668493096,,
ENSG00000228436~chr1:38817841-38818739,-0.015629546442329202,,
ENSG00000228436~chr1:38833848-38834659,0.004469473617895656,,
ENSG00000228436~chr1:38834984-38835845,-0.00015905423780384907,,
ENSG00000228436~chr1:38847766-38848673,0.017283645635817656,,
ENSG00000228436~chr1:38859380-38860260,0.008306953776092182,,
ENSG00000228436~chr1:38872971-38873848,0.0004251523689671644,,
ENSG00000228436~chr1:38915204-38916084,0.013772920164936005,,
ENSG00000228436~chr1:38962209-38963074,0.006107643601320189,,
ENSG00000260971~chr1:56249014-56249915,-0.0030862813339503467,,
ENSG00000260971~chr1:56424631-56425523,0.009528748422599386,,
ENSG00000260971~chr1:56472603-56473502,0.011692050388721148,,
ENSG00000260971~chr1:56477309-56478188,-0.008143306952824924,,
ENSG00000260971~chr1:56502344-56503255,-0.00512918802746074,,
ENSG00000260971~chr1:56506176-56507094,0.0014214194719543393,,
ENSG00000260971~chr1:56516313-56517139,-0.002824072693841202,,
ENSG00000260971~chr1:56525262-56526170,0.012049063078484013,,
ENSG00000229294~chr1:65289210-65290114,0.05754621589577846,,
ENSG00000229294~chr1:65292747-65293657,0.17664945259967102,,
ENSG00000229294~chr1:65309460-65310249,0.009219949791818486,,
ENSG00000229294~chr1:65317611-65318514,0.11634977754337208,,
ENSG00000186409~chr1:42449063-42449938,-0.007994474002526295,,
ENSG00000186409~chr1:42456062-42456950,-0.0036834966695965805,,
ENSG00000186409~chr1:42462724-42463616,-0.00923635587804087,,
ENSG00000186409~chr1:42529475-42530372,0.00786157877519787,,
ENSG00000186409~chr1:42550981-42551865,0.018177829632790472,,
ENSG00000186409~chr1:42577686-42578586,0.00890757743832533,,
ENSG00000186409~chr1:42645971-42646783,-0.0008178221848176664,,
ENSG00000184588~chr1:65791090-65791918,0.011196316642154754,,
ENSG00000184588~chr1:65792590-65793516,0.014408490186241685,,
ENSG00000184588~chr1:65811737-65812630,0.020608379129911213,,
ENSG00000184588~chr1:65845397-65846304,0.01650964493553851,,
ENSG00000184588~chr1:65958521-65959416,0.0005227674947035594,,
ENSG00000184588~chr1:66012105-66012948,0.03295824635148402,,
ENSG00000184588~chr1:66035579-66036482,-0.0069417231394068605,,
ENSG00000184588~chr1:66090801-66091696,-0.00642817796115737,,
ENSG00000184588~chr1:66242414-66243315,0.008248876393935073,,
ENSG00000184588~chr1:66251323-66252209,0.03429447282255409,,
ENSG00000184588~chr1:66253023-66253923,0.010031236028040234,,
ENSG00000184588~chr1:66274643-66275488,-0.0027195879093274695,,
ENSG00000184588~chr1:66275917-66276764,-0.0001312930650025987,,
ENSG00000184588~chr1:66277952-66278865,0.0091246865467849,,
ENSG00000184588~chr1:66300838-66301731,0.013454028435793113,,
ENSG00000184588~chr1:66302613-66303527,0.020057269813835234,,
ENSG00000184588~chr1:66316703-66317608,0.001666808061036132,,
ENSG00000184588~chr1:66327370-66328260,0.022002797869755692,,
ENSG00000184588~chr1:66330423-66331193,0.03832001274657002,,
ENSG00000184588~chr1:66331860-66332800,0.029064707558950485,,
ENSG00000184588~chr1:66333523-66334309,0.015450316564422167,,
ENSG00000184588~chr1:66335740-66336624,0.04835224225852837,,
ENSG00000184588~chr1:66349860-66350769,0.018989632926663096,,
ENSG00000184588~chr1:66351623-66352513,0.001836966355529725,,
ENSG00000184588~chr1:66360107-66360999,0.0027760378211058147,,
ENSG00000184588~chr1:66372942-66373823,0.02691286302918596,,
ENSG00000162415~chr1:45016395-45017226,-0.011357612905557705,,
ENSG00000162415~chr1:45018365-45019273,0.004013490067548175,,
ENSG00000162415~chr1:45033143-45034016,0.0044701107771735644,,
ENSG00000162415~chr1:45035410-45036325,-0.00947526229335458,,
ENSG00000162415~chr1:45037225-45038046,-0.008875655859578736,,
ENSG00000162415~chr1:45038714-45039630,-0.016302155527164814,,
ENSG00000162415~chr1:45151847-45152740,-0.00013611846633832157,,
ENSG00000162415~chr1:45206057-45206883,0.005226496695174228,,
ENSG00000162415~chr1:45282018-45282894,0.019226027486882742,,
ENSG00000162415~chr1:45299983-45300877,0.002659583723413293,,
ENSG00000162415~chr1:45303399-45304270,-0.001388059259031649,,
ENSG00000162415~chr1:45326534-45327361,0.00012384834668695326,,
ENSG00000162415~chr1:45334118-45335032,0.00028231522629544305,,
ENSG00000162415~chr1:45339667-45340580,-0.0055629475672196865,,
ENSG00000185483~chr1:63746002-63746884,0.014936994553364603,,
ENSG00000185483~chr1:63773577-63774421,-0.001779951272606685,,
ENSG00000185483~chr1:63774886-63775594,-0.007324970511055433,,
ENSG00000185483~chr1:63920241-63921079,0.003933819630607207,,
ENSG00000185483~chr1:63935079-63935998,-0.0033924452107598896,,
ENSG00000185483~chr1:63937216-63938118,0.01329578193568859,,
ENSG00000185483~chr1:64006405-64007305,-0.013284597753449616,,
ENSG00000185483~chr1:64019631-64020492,0.0017272430441031433,,
ENSG00000185483~chr1:64136824-64137719,0.00370347484219784,,
ENSG00000185483~chr1:64147542-64148356,0.009475895460801353,,
ENSG00000185483~chr1:64150592-64151465,0.014833124927818091,,
ENSG00000185483~chr1:64171483-64172387,0.007677371725661634,,
ENSG00000116704~chr1:66999824-67000668,0.0038179092951649398,,
ENSG00000116704~chr1:67001598-67002542,0.001403259308728503,,
ENSG00000116704~chr1:67053739-67054562,-0.011369787176782414,,
ENSG00000154027~chr1:77238215-77239082,0.017899127749776717,,
ENSG00000154027~chr1:77279700-77280614,-0.0004906261401118876,,
ENSG00000154027~chr1:77281676-77282547,0.016344260947544296,,
ENSG00000154027~chr1:77312110-77312875,0.00703622023229856,,
ENSG00000154027~chr1:77313363-77314212,0.008184401285071334,,
ENSG00000154027~chr1:77350024-77350915,0.014537315162775056,,
ENSG00000154027~chr1:77378751-77379668,0.01011081372013511,,
ENSG00000154027~chr1:77411915-77412818,0.012319821953017866,,
ENSG00000154027~chr1:77413326-77414220,0.012036832361210456,,
ENSG00000154027~chr1:77415496-77416275,-0.0049245972520188756,,
ENSG00000154027~chr1:77418667-77419564,0.007101198368512916,,
ENSG00000154027~chr1:77431049-77431887,-0.002279063424334664,,
ENSG00000154027~chr1:77434710-77435628,0.006937803062044306,,
ENSG00000154027~chr1:77459492-77460358,-0.0018883991738256087,,
ENSG00000154027~chr1:77475461-77476322,0.0018002801044867875,,
ENSG00000154027~chr1:77504737-77505634,-0.004926834806250112,,
ENSG00000154027~chr1:77515172-77516048,-0.001400905776230072,,
ENSG00000154027~chr1:77533419-77534305,0.0050522089275322445,,
ENSG00000154027~chr1:77539526-77540384,-0.002776181567767932,,
ENSG00000154027~chr1:77555764-77556652,-0.00653801338159818,,
ENSG00000132122~chr1:48469831-48470739,0.0023593948056515796,,
ENSG00000132122~chr1:48471792-48472682,-0.004788182341940497,,
ENSG00000132122~chr1:48498022-48498912,9.470395666534307e-05,,
ENSG00000137960~chr1:77977866-77978439,0.0048317178978997,,
ENSG00000137960~chr1:77978793-77979701,-0.02251803089451955,,
ENSG00000137960~chr1:77992727-77993644,0.01897185583989633,,
ENSG00000137960~chr1:78004362-78005178,0.018055054859527905,,
ENSG00000137960~chr1:78005888-78006468,-0.0022620727093741245,,
ENSG00000137960~chr1:78045809-78046689,0.0077932623629248365,,
ENSG00000137960~chr1:78052536-78053434,0.0063997972708888795,,
ENSG00000137960~chr1:78114098-78114994,0.0007540905712635219,,
ENSG00000137960~chr1:78130526-78131425,-0.006714495737724945,,
ENSG00000285407~chr1:68777667-68778535,0.007431406642598589,,
ENSG00000285407~chr1:68808062-68808975,-0.0056734248242510535,,
ENSG00000172380~chr1:67711427-67712353,0.024906637995207245,,
ENSG00000172380~chr1:67713438-67714275,-0.011964638605481316,,
ENSG00000172380~chr1:67719568-67720469,-0.0035470808004477447,,
ENSG00000172380~chr1:67723451-67724311,0.021029414423708728,,
ENSG00000172380~chr1:67724746-67725574,0.007729885684058544,,
ENSG00000172380~chr1:67732554-67733326,0.0126836934415145,,
ENSG00000172380~chr1:67733716-67734602,0.0379131297485462,,
ENSG00000172380~chr1:67735952-67736880,0.008571759038000507,,
ENSG00000172380~chr1:67741069-67741888,0.00047439742259988005,,
ENSG00000172380~chr1:67746056-67746918,0.0032942967758522635,,
ENSG00000172380~chr1:67748365-67749105,0.05311652317253263,,
ENSG00000172380~chr1:67749687-67750602,0.016903073678529477,,
ENSG00000172380~chr1:67754194-67755034,0.047206254347647386,,
ENSG00000172380~chr1:67759923-67760802,-0.004522853208146879,,
ENSG00000172380~chr1:67766019-67766857,-0.018663259265830158,,
ENSG00000172380~chr1:67831611-67832327,-0.0034731561132937943,,
ENSG00000172380~chr1:67832954-67833801,0.009304149281625089,,
ENSG00000158966~chr1:64453420-64454293,-0.0019299353072994524,,
ENSG00000158966~chr1:64469935-64470800,0.019259287146093373,,
ENSG00000158966~chr1:64505230-64506152,0.0005854809976205931,,
ENSG00000158966~chr1:64512018-64512894,-0.006392572799168916,,
